# Angle (degree),[EMIM][EtSO4],,[BMIM][PF6],,[HMIM][PF6],
130.5,0.062307681,0.011355371,0.009485671,0.010224702,0.009019736,0.010179198
132.3,0.065493067,0.010593116,0.011640083,0.010167532,0.009499807,0.00963937
134.1,0.065347691,0.010817441,0.009817699,0.010073469,0.0099824,0.010019146
135.9,0.057846892,0.010756634,0.008852881,0.010212666,0.011464,0.010129985
137.7,0.055280073,0.010016948,0.010665651,0.010348156,0.010772429,0.009692632
139.5,0.049211959,0.009830947,0.012138885,0.0099726,0.010429821,0.010056601
141.3,0.044660417,0.011044345,0.012476555,0.010512062,0.010577175,0.010489043
143.1,0.039383586,0.011288226,0.012509824,0.010476449,0.010836884,0.01043877
144.9,0.030280524,0.011264121,0.014731746,0.010326857,0.010053832,0.009830896
146.7,0.024659077,0.01123611,0.015948524,0.010488694,0.011009421,0.010215006
148.5,0.016967046,0.0106366,0.014032369,0.01039327,0.010135763,0.010325735
150.3,0.012033016,0.009671524,0.014199112,0.010276483,0.010323826,0.010328918
152.1,0.008101922,0.01179603,0.015065569,0.010187745,0.01108493,0.010221795
153.9,0.005541132,0.013388647,0.012638756,0.010218131,0.011715725,0.010324557
155.7,0.005604046,0.011656133,0.01100417,0.010550006,0.011354791,0.010404818
157.5,0.001312671,0.013121551,0.012530167,0.010615805,0.011099763,0.010060041
159.3,0.000737818,0.010241218,0.013308912,0.010796331,0.009085144,0.009861408
161.1,0.000337202,0.012455335,0.009771574,0.010284025,0.013158326,0.010338683
162.9,0,0.012108237,0.008978473,0.010123202,0.009795722,0.010105451
164.7,0,0.010649412,0.013814403,0.010313517,0.008736445,0.00996077
166.5,0,0.013602335,0.008715257,0.010363489,0.005985088,0.010625168
168.3,0,0.014915405,0.008507009,0.010238098,0.005658165,0.009983206
170.1,0,0.01288528,0.008242392,0.010243579,0.006177488,0.01018857
171.9,0,0.010719906,0.006267208,0.010057415,0.007206253,0.010261432
173.7,0,0.010546139,0.00881637,0.010692714,0.010782655,0.01050669
175.5,0,0.011429458,0.004505334,0.011484862,0.008331499,0.009753533
177.3,0,0.011374292,0.003350127,0.010246349,0.009899794,0.01079521
179.1,0,0.007736203,0,0.010698139,0.003983066,0.009467081
