atom,x,y,z
O, 8.31715,-0.66898,-10.83460
O, 7.62265, 0.40132,-10.68460
O, 2.84135, 8.81112,-10.72460
O, 2.01185, 9.72512,-10.36460
O,-9.13115,-2.10508,-2.58460
O,-8.76115,-1.22968,-1.78460
O,-1.01049, 4.58702,12.01540
O,-1.99365, 3.78212,11.59540
O,-5.24315,11.12612,-1.72460
O,-5.37315,11.32312,-0.43460
O,-9.18745,-3.66788, 5.25540
O,-9.56985,-2.46188, 5.76540
O,-8.42315,-9.55216,-2.36460
O,-9.29415,-9.92510,-1.46460
O, 6.66185,-12.45258,-5.76460
O, 6.66585,-11.95838,-4.49460
O, 7.60705, 7.54012,-9.14460
O, 7.88735, 7.67312,-7.81460
O,11.26645,-11.10558, 3.25540
O,11.76995,-9.96888, 3.51540
O,-10.51315, 6.86082, 4.92540
O,-11.02015, 8.06892, 4.51540
O,-0.47145,-8.17298,-10.42460
O, 0.80565,-7.88748,-10.53460
O,-6.48695, 4.10112,10.23540
O,-6.72725, 2.93682, 9.57540
O, 9.17955,-7.64388,10.62540
O, 8.49215,-8.65788,11.02540
O,-3.60335,10.15612, 6.26540
O,-3.26425,10.27912, 7.53540
O,-13.11535,11.85212, 0.06540
O,-13.29755,13.06512,-0.51460
O, 0.05555,-10.65008, 8.94540
O, 0.33285,-10.40998,10.18540
O,-10.57862,-6.70458,-8.07460
O,-11.39753,-5.95638,-8.80460
O,-10.77543, 0.47532,-9.53460
O,-12.02725, 0.05132,-9.33460
O,-6.51465,-6.10288,-11.25460
O,-5.94995,-5.34188,-10.33460
O,-9.21515, 8.41812,-6.20460
O,-8.19815, 7.90912,-6.81460
O,-12.20615, 4.89212,12.15540
O,-11.37515, 4.06812,12.74540
O,10.73355,10.50188, 8.52540
O, 9.72635, 9.71092, 8.74540
O,-5.54755,11.30022,-9.74460
O,-5.09735,10.10742,-9.32460
O,-9.50140,-9.61588,10.79540
O,-10.24720,-9.32988, 9.79540
O, 0.47608, 0.32481, 1.17194
O,-0.37612, 0.82017, 2.01194
O, 3.36468,-2.86042,-5.26806
O, 4.31168,-2.89272,-4.39806
O,-5.24992,-4.58462,-1.95806
O,-4.88602,-4.93162,-3.14806
O, 2.85968,-6.15162, 0.52194
O, 3.08568,-4.95162, 0.89194
O,-0.03842,-8.43282,-4.72806
O,-0.07132,-7.14572,-4.49806
O,-0.96212,-2.43362, 7.18194
O,-1.80932,-2.07962, 8.06194
O,-2.31752, 3.10698,-6.10806
O,-1.92752, 1.80838,-6.10806
O, 6.18268, 2.71738,-4.18806
O, 5.73268, 3.71938,-3.48806
O, 7.99589,-0.50332, 5.13194
O, 8.19357,-1.65012, 4.54194
O,10.10588, 1.69438, 1.65194
O,10.31768, 0.44238, 2.12194
O,-6.15022, 4.29818,-0.08806
O,-5.63062, 3.82168, 1.04194
O,-0.18292, 8.19498, 0.67194
O, 0.05398, 7.24658, 1.53194
O,-1.52662,-5.63292,-10.97806
O,-2.48892,-6.20202,-10.28806
O,-1.70692,-10.84962, 0.80194
O,-1.91792,-11.18452, 2.04194
O, 8.26968,-5.17862,-9.25806
O, 9.27768,-5.97862,-9.06806
O, 7.41118,-8.91302, 1.95194
O, 8.49378,-9.26532, 1.32194
O,-4.92232, 0.30718,-10.47806
O,-4.18432,-0.08732,-9.46806
O, 4.94668,-3.47362,10.53194
O, 4.46368,-2.31962,10.88194
O, 4.54639, 5.19628, 7.80194
O, 3.96759, 5.03988, 6.63194
O,-1.47162, 5.30638, 9.75194
O,-0.42332, 5.55038,10.49194
O,-10.27620,-3.24862, 3.73194
O,-8.94383,-3.04942, 3.83194
O,-11.66042,-2.38202,-2.82806
O,-12.83342,-2.61902,-2.22806
O, 4.09398, 9.22938,-1.97806
O, 4.13858, 8.21338,-1.07806
O,-9.25192, 3.66008,-2.48806
O,-8.47352, 3.68528,-3.53806
O,-6.78102,-4.70052, 9.48194
O,-7.61392,-5.31992,10.29194
O, 7.07068, 7.03946,-7.70806
O, 6.27668, 6.33557,-7.00806
O,-4.58092,11.34599,-8.80806
O,-5.19822,11.72150,-9.92806
O,-5.83492,-11.31032, 5.22194
O,-6.11782,-12.54812, 4.95194
O, 3.60588, 5.98138,-11.41806
O, 3.04458, 5.55538,-10.23806
O,-10.30432,-10.91872,-0.65806
O,-9.67232,-11.89112,-0.07806
O,-10.81882, 2.16258,-8.33806
O,-10.68981, 3.50708,-8.21806
O,-9.25210,-8.05422,-8.41806
O,-10.45629,-7.79442,-7.98806
O, 4.68568,-10.77182,-10.55806
O, 5.76768,-10.44882,-9.86806
O,-8.28362, 6.72888, 7.84194
O,-9.11722, 6.56558, 8.84194
O,-9.87452, 3.77998, 5.40194
O,-9.73702, 2.65688, 6.16194
O, 2.94927,-10.73742, 9.51194
O, 3.28584,-9.52392, 9.89194
O,10.65968,-6.04592, 9.69194
O, 9.76168,-6.29502,10.65194
O,10.10358, 8.94038, 5.57194
O, 9.16688, 8.04138, 5.74194
O,-2.24976,10.25378, 9.83194
O,-2.93284,10.37688,10.92194
O,10.96438, 0.80538,11.47194
O,10.50008, 0.29238,12.63194
O,11.73468,12.20998,-6.03806
O,10.59068,12.29008,-5.42806
O,-12.37292,-11.03980, 9.32194
O,-11.30525,-10.82988,10.10194
O,-11.66762, 8.45238,12.44194
O,-10.36372, 8.57768,12.10194
O,-0.03020, 1.19592, 0.98109
O,-0.97330, 0.67392, 1.72109
O, 4.79306,-1.78908,-5.51891
O, 4.05486,-2.72638,-4.94891
O, 0.47070, 4.03322,-5.18891
O,-0.07720, 3.87842,-4.00891
O, 3.72870, 3.32089, 2.13109
O, 3.05670, 4.42771, 1.83109
O, 3.38570,-6.36358, 2.46109
O, 2.51870,-6.92638, 3.30109
O,-2.90000,-4.90458, 5.02109
O,-4.10930,-5.43398, 5.07109
O,-3.97580,-6.56608,-4.91891
O,-3.23060,-6.28708,-3.87891
O, 3.27570,-10.26408,-0.69891
O, 2.59670,-11.34408,-0.90891
O, 1.03170,-3.47408,-9.03891
O, 1.52670,-4.12808,-7.94891
O,-2.46281, 4.77092, 2.19109
O,-2.86151, 5.28412, 3.37109
O,-4.74860,-0.25438,-7.81891
O,-5.03010, 0.32942,-6.64891
O, 3.75380,-3.40308, 7.72109
O, 3.15620,-4.32708, 7.05109
O, 8.49100,-1.09308, 5.36109
O, 9.32750,-0.24108, 6.01109
O, 9.39560, 0.90692,-3.65891
O,10.38870, 0.37792,-4.30891
O, 4.53974, 7.45772,-6.40891
O, 3.31995, 7.93432,-6.30891
O,-9.65546,-2.60268, 0.29109
O,-10.45113,-3.39918, 1.03109
O,-5.49880,-9.56208, 0.76109
O,-5.69417,-8.35138, 1.07109
O,-1.40980,-11.75338,-3.71891
O,-1.68960,-12.14318,-2.48891
O,-9.24325,-8.24948,-4.75891
O,-9.48647,-8.56508,-3.46891
O,-7.54017, 6.80665, 0.15109
O,-7.77805, 5.84711, 0.99109
O, 4.99155,-8.53138,-12.74891
O, 5.93553,-9.28218,-13.23891
O,-3.37800,-13.61738, 4.04109
O,-4.53650,-13.20128, 4.51109
O,-9.75330,-0.60578, 2.86109
O,-10.20930, 0.40342, 2.20109
O,-5.22020, 1.97812, 9.00109
O,-4.72500, 2.60642,10.07109
O,10.78070,-11.35208, 0.64109
O,11.62270,-11.30008, 1.67109
O,-0.54640, 5.19387,11.38109
O,-0.22090, 4.14100,12.08109
O, 5.93070, 9.27432, 5.58109
O, 4.66470, 9.63772, 5.58109
O, 9.94150,-9.21908, 4.58109
O, 9.63880,-10.48003, 4.67109
O,-4.72290,-2.83120,10.69109
O,-3.70690,-3.46022,10.18109
O,10.08160,-5.04228,-11.70891
O,10.66260,-5.79828,-10.78891
O, 8.52360, 0.79892,11.88109
O, 7.92700,-0.23108,12.41109
O,-11.28000, 5.85092,-4.41891
O,-11.52630, 6.71022,-3.46891
O, 7.73370,10.94012,-5.67891
O, 7.28270,10.43182,-4.51891
O,-2.20580, 8.93312,-10.27891
O,-2.84810, 8.16112,-11.12891
O,-10.96320, 2.49782,-11.15891
O,-11.42160, 3.71952,-11.06891
O,-7.21080,-13.49338,-8.04891
O,-6.22870,-13.86758,-7.21891
O, 2.01770,-10.54308,12.05109
O, 2.31470,-11.57408,12.79109
O,10.56870, 8.05742, 6.92109
O, 9.61570, 8.96402, 7.21109
O,-2.59520,-12.19168, 9.04109
O,-2.82740,-13.49888, 8.97109
O, 8.24650, 8.69292,12.22109
O, 8.63670, 8.06792,13.30109
O,-9.37030, 6.78152, 8.64109
O,-8.84130, 6.20702, 9.69109
O,12.89580,-8.82508, 9.28109
O,14.19250,-8.55408, 9.06109
O,-12.40600,11.87532,12.21109
O,-12.05880,11.16132,13.21109
O, 0.42364,-0.91250,-0.22756
O, 0.25464,-1.67700, 0.79244
O, 4.10694, 0.76720,-3.18756
O, 4.38314,-0.44990,-3.58756
O,-2.78236, 7.32850, 0.47244
O,-2.48736, 6.68350, 1.57244
O, 1.71864, 3.01050, 6.12244
O, 1.41664, 2.24750, 7.15244
O,-3.28536, 0.23050, 4.84244
O,-3.91236,-0.50250, 3.94244
O,-3.77236, 0.73450,-5.41756
O,-4.42636, 1.52350,-4.67756
O, 2.66750,10.79860, 1.16244
O, 1.94922,11.86000, 1.28244
O, 7.68674,-2.68810, 3.00244
O, 7.69524,-2.55590, 4.30244
O, 9.26164, 0.76510,-4.15756
O,10.50184, 1.26620,-4.29756
O,-2.36490,-6.30520,-2.17756
O,-2.90695,-5.11610,-1.99756
O, 5.08334,-6.09370, 0.26244
O, 4.14524,-5.19780, 0.37244
O,-9.77586, 2.56250,-1.99756
O,-9.07866, 2.18350,-1.00756
O,-7.50286, 1.82900, 4.63244
O,-6.87976, 2.12250, 5.77244
O,-1.64086, 7.66750,-8.11756
O,-0.71926, 7.54150,-7.20756
O, 1.26674,-6.16250,-5.88756
O, 2.58094,-6.15250,-5.93756
O,-2.16396, 9.94450, 6.29244
O,-2.45956, 9.73450, 7.57244
O, 3.76464,12.32330, 5.77244
O, 4.39364,13.48072, 5.47244
O, 7.28084, 3.40520, 7.51244
O, 6.53834, 3.45520, 8.62244
O,-1.24336, 2.56650,-12.12756
O,-2.32236, 3.15260,-11.76756
O, 7.37714, 7.02080,-8.13756
O, 8.16304, 6.27700,-7.35756
O, 3.86864,-3.87710, 9.80244
O, 3.38864,-2.73390,10.15244
O,-10.61857, 5.95490, 1.08244
O,-9.31573, 6.08060, 0.93244
O,-4.85956,-10.18750,-3.88756
O,-6.09656,-9.63897,-3.81756
O,-1.18036,-5.88270, 9.17244
O,-0.41536,-6.61410, 9.94244
O,10.55654,10.91770,-5.06756
O,10.90864,11.76930,-5.94756
O, 5.65884, 6.50550,-13.04756
O, 6.73884, 7.21850,-12.63756
O,-4.31656,-9.77290, 3.73244
O,-3.94756,-10.26370, 4.87244
O,-11.17586,-5.22690, 3.48244
O,-10.83836,-6.48990, 3.74244
O,-8.22866, 5.42960, 9.04244
O,-8.21076, 4.34270, 9.65244
O,-11.07056,11.25120,-0.39756
O,-12.17776,11.82970, 0.03244
O,12.76894,-5.48330,-4.78756
O,13.08644,-6.27030,-3.78756
O,10.18424,-12.90750, 3.80244
O,11.05504,-12.77250, 4.79244
O, 4.04674,-9.38450,-7.49756
O, 4.08374,-10.32350,-6.52756
O, 7.55864,-5.45930,-10.15756
O, 7.33164,-4.39320,-9.53756
O,-3.82314,-10.18870,-10.74756
O,-4.58113,-9.61790,-9.89756
O,-8.00766, 8.63952,-10.77756
O,-7.45876, 7.94834,-9.81756
O,-10.72766,-0.02070,-8.80756
O,-10.13656,-1.23830,-8.81756
O,-8.61846,-2.51170,11.06244
O,-8.62156,-1.54890,11.87244
O, 9.56038,-1.49160,10.89244
O, 9.10230,-1.56550,12.06244
O,10.60164,11.84290, 9.90244
O,11.78764,12.40550, 9.89244
O,12.56477,-6.54297, 8.34244
O,13.16610,-7.33068, 9.17244
O, 5.27324,-10.35950,10.75244
O, 4.09844,-9.98550,10.32244
O,-10.13426,-11.32840,-7.74756
O,-9.21056,-11.89860,-6.99756
O,-1.12790, 0.00222, 0.02499
O,-1.89340,-0.42338, 1.00499
O,-1.83730, 4.72572,-1.97501
O,-1.10410, 5.20072,-1.01501
O, 2.94010, 3.45367,-6.12501
O, 3.16700, 4.61724,-5.59501
O, 4.77860,-3.14768,-1.81501
O, 4.15560,-3.64368,-0.77501
O, 6.43000, 2.48812, 5.96499
O, 6.52510, 1.73172, 6.99499
O,-1.35610,-1.77168,-7.73501
O,-0.29580,-2.29588,-7.16501
O,-4.92310,-3.45568,-1.57501
O,-3.78110,-2.88828,-1.85501
O, 0.63660, 5.57982, 7.10499
O, 1.36650, 4.75962, 7.83499
O,-3.87410,-1.21768, 5.21499
O,-2.55760,-1.19368, 5.52499
O, 9.59280,-1.34268, 4.36499
O, 9.95320,-2.15268, 5.37499
O, 8.77746, 8.67112,-0.26501
O, 8.03441, 8.44292, 0.75499
O,-5.41020,-4.24008,-7.18501
O,-4.34020,-4.93848,-7.38501
O,-2.12177,-7.01408, 1.82499
O,-0.77739,-6.84898, 1.88499
O,-7.71870, 7.14202, 0.71499
O,-8.13760, 8.32532, 1.10499
O,13.27040, 2.87242, 1.23499
O,12.79407, 4.10052, 1.39499
O, 8.25662, 3.74932,-9.24501
O, 8.69059, 3.45932,-8.06501
O,-0.17700,-12.73068,-1.97501
O, 0.43390,-13.79368,-1.46501
O, 1.89160,11.76672,-7.18501
O, 1.71470,10.68722,-6.48501
O, 6.07260,-8.18468, 4.58499
O, 4.94560,-7.54568, 4.37499
O,-4.58295, 8.21282, 5.81499
O,-5.52535, 7.35002, 6.00499
O, 2.58076, 3.91766,11.27499
O, 2.77701, 2.60137,11.51499
O, 6.50860,-10.39068,-4.70501
O, 5.79860,-9.44668,-4.10501
O, 8.01670,-3.84068,-9.73501
O, 7.94070,-3.59768,-8.45501
O,-3.33740, 0.75252,12.05499
O,-3.35040, 2.05142,12.26499
O, 2.90220,12.38962, 5.62499
O, 2.11210,12.51992, 6.69499
O,-10.26630, 3.04432,-7.61501
O,-9.50900, 2.72132,-6.57501
O,13.25710, 9.74032,-4.04501
O,13.77700, 8.72332,-4.74501
O, 2.07430,-3.40551,10.60499
O, 2.93730,-4.30468,10.07499
O,10.16860, 7.55222, 9.37499
O,10.79960, 7.44732,10.49499
O,-5.23970,-11.52498,-3.99501
O,-5.20320,-11.42308,-2.67501
O,-9.62840,-0.49958, 7.43499
O,-10.35040, 0.32972, 6.65499
O, 3.86960, 8.77862,11.84499
O, 3.98920, 8.29682,13.07499
O,-11.74170,-8.46998,-1.93501
O,-12.93042,-8.69708,-2.24501
O,10.96560,-10.57558, 1.40499
O,11.61560,-11.76298, 1.47499
O,-7.09640, 9.56102,-11.30501
O,-6.12140,10.14572,-10.65501
O, 1.36490,-8.74628,10.61499
O, 0.97360,-8.73868,11.85499
O,-8.70040,-6.66478, 7.86499
O,-9.64150,-7.49908, 8.33499
O, 7.98860,-11.43103,-11.61501
O, 6.73360,-11.65365,-11.82501
O,-10.31410,-5.55568,-9.73501
O,-9.27100,-4.78968,-9.91501
O,-2.89429,-12.10128,-10.90501
O,-3.26016,-11.60398,-9.75501
O,-11.25330, 3.06232,10.05499
O,-12.53460, 2.82032,10.22499
O,-10.88440,11.78442, 9.82499
O,-11.62540,12.87052,10.19499
O,-11.77940,-10.82168, 5.11499
O,-12.48840,-10.64068, 6.15499
O,-1.10683,-0.18824,-0.68542
O,-1.17253, 0.94676,-1.35542
O, 4.72547, 3.71036,-2.21542
O, 5.39667, 2.59626,-2.07542
O, 4.42027, 3.91766, 4.12458
O, 3.16087, 3.46806, 3.95458
O, 1.34247,-3.17134,-5.17542
O, 1.28147,-2.31034,-4.15542
O, 6.81227,-8.06034,-1.26542
O, 8.09847,-7.86534,-1.03542
O,-5.12503, 0.74446, 4.00458
O,-5.75423, 1.22026, 5.11458
O, 9.56447,-2.05134, 5.73458
O,10.89247,-2.19834, 5.73458
O, 0.54447,-8.25814, 3.34458
O, 1.25147,-8.85114, 4.21458
O, 3.47387, 1.70306,-7.77542
O, 3.73507, 2.22336,-6.54542
O,-0.20553,-5.03684, 8.94458
O,-0.53153,-5.93144, 9.87458
O,-3.90153, 2.45466,-6.64542
O,-5.21423, 2.46266,-6.32542
O,-9.17693,-2.95270, 0.37458
O,-10.01103,-2.11633, 1.01458
O, 2.51857, 4.46786, 9.32458
O, 1.66617, 3.59296, 8.82458
O, 3.04131,-9.55084,-6.09542
O, 3.58494,-9.10634,-4.95542
O, 1.18957, 9.25356,-3.81542
O, 0.57467, 8.95756,-2.70542
O, 4.03147,-5.97774,11.43458
O, 4.48847,-5.23634,12.43458
O,-1.32593,-3.42124,-11.09542
O,-0.06733,-3.09444,-10.82542
O,-6.19353,-6.45434,-3.22542
O,-5.59053,-5.85834,-2.24542
O, 3.70947, 9.41747, 1.23458
O, 2.80047, 9.78360, 2.08458
O,-10.91733, 0.89256,-4.02542
O,-9.90503, 1.06046,-3.16542
O, 8.84075,-1.07564,-8.97542
O, 8.15015,-0.88524,-7.81542
O,10.75097,-8.43534, 4.75458
O,10.39247,-7.41134, 4.02458
O,-4.26353, 7.01836, 4.15458
O,-3.35953, 7.73766, 4.68458
O, 6.27017,-0.71344,11.00458
O, 5.55897,-0.36264,12.07458
O,10.36377,-7.01164,-5.58542
O, 9.44197,-6.13234,-5.31542
O,10.36737, 6.48516, 7.09458
O,10.76087, 5.49916, 7.91458
O,-6.99963,-7.20764, 6.02458
O,-7.59663,-6.85894, 7.15458
O,-8.65843, 4.73966,-0.84542
O,-9.71273, 3.94666,-0.62542
O,-5.31853,-0.21134, 9.99458
O,-4.30553, 0.22366, 9.24458
O, 3.79677,11.45096, 7.15458
O, 2.52677,11.45426, 7.38458
O,-4.58703, 8.09566, 9.30458
O,-3.77043, 8.86066, 8.63458
O,-3.38853,12.67232,-1.50542
O,-2.68953,12.32840,-0.43542
O,11.03247, 6.30596,-5.65542
O,11.25947, 6.65076,-4.38542
O,-8.40378,-13.04174, 3.00458
O,-8.07464,-12.39744, 4.14458
O, 9.96614,10.37446,-5.90542
O,11.22293,10.71966,-5.64542
O,-4.24053,-10.01934,-10.31542
O,-4.87953,-8.94334,-9.94542
O,-10.28908, 8.87646, 6.39458
O,-10.85724, 9.23376, 7.51458
O,-5.15663, 9.04936,-9.30542
O,-3.98083, 9.27266,-9.87542
O, 7.56153,-11.93934,12.72458
O, 8.29243,-12.84834,13.30458
O,-9.59815,-1.01029,-10.08542
O,-8.89510,-0.10960,-9.32542
O,-10.44667,-8.46344,11.07458
O,-10.00041,-9.14394,12.13458
O, 1.70877,11.07846,-11.63542
O, 1.18927,12.17896,-11.13542
O,-13.17483, 9.67366,11.28458
O,-13.13833,10.86866,10.66458
O,-0.05060,-0.64603, 0.58322
O,-0.65760,-0.48983, 1.73322
O, 1.45280,-3.80933,-1.99678
O, 1.99390,-3.62013,-0.81678
O,-0.34540, 0.31777,-9.00678
O,-0.32060, 0.99177,-10.17678
O,-2.88305, 3.44877,-7.42678
O,-2.25322, 3.05877,-6.28678
O, 1.35450, 5.18427, 4.75322
O, 1.79785, 6.27847, 5.27322
O, 7.95610,-0.83233,-1.70678
O, 9.02340,-0.92823,-0.94678
O, 5.30731, 5.44517, 0.63322
O, 5.46264, 6.10857, 1.73322
O,-9.19480, 2.36067, 1.45322
O,-9.81430, 1.24217, 1.77322
O,-7.55190,-6.58003,-5.49678
O,-7.48610,-7.88553,-5.26678
O, 4.97367, 5.55187,-8.69678
O, 4.57072, 6.84857,-8.78678
O,-8.83420, 0.09207,-4.90678
O,-9.24060,-0.85153,-4.07678
O,-1.85430,10.25567,-2.61678
O,-2.00910,11.49747,-2.18678
O,-9.03210, 7.38257,-2.35678
O,-9.74290, 8.31897,-3.03678
O, 5.08540,-7.48940,-5.31678
O, 4.29637,-6.82783,-4.52678
O,-5.13020,-7.61803, 1.11322
O,-4.81020,-8.14353, 2.26322
O,-5.94960, 3.17460, 6.33322
O,-7.02460, 3.44226, 7.13322
O, 4.27660,-3.93523, 5.61322
O, 3.33050,-3.38023, 6.32322
O, 0.22280,-4.32593,13.09322
O, 0.77920,-4.58453,14.28322
O, 9.98500,-0.02323,-6.27678
O,10.37950, 0.81377,-7.23678
O,10.76340, 2.70807, 4.22322
O,10.47040, 1.73396, 5.01322
O,-7.18390,-7.94793,-10.51678
O,-8.02540,-7.51583,-11.44678
O,-7.09260, 9.28377,-8.35678
O,-6.66460, 8.72457,-7.26678
O,-6.14000,-2.77523, 9.29322
O,-5.99970,-2.97043,10.57322
O, 0.92420,-10.03062, 2.44322
O, 1.00680,-9.95457, 3.73322
O,-1.14901,-12.02873,-5.33678
O,-1.03586,-10.71843,-5.67678
O,-6.80019, 9.60177, 1.31322
O,-6.33131, 9.00927, 2.39322
O, 0.74560,10.17077, 6.68322
O, 0.94630,11.18177, 7.56322
O,-0.91420, 7.01877,10.83322
O,-2.03700, 7.39777,10.40322
O,10.24240, 8.97777,-5.43678
O, 9.08040, 9.67177,-5.44678
O, 8.01460,-7.77323, 2.21322
O, 8.11380,-8.46323, 3.32322
O, 6.79830,-5.66623,13.73322
O, 7.77010,-6.55823,13.65322
O, 7.30141, 2.42157, 9.68322
O, 7.52157, 2.48077,10.96322
O, 8.31440,10.93177, 1.50322
O, 8.96540,11.02877, 2.63322
O,-10.13380, 1.72097,10.64322
O,-11.03060, 2.52277,10.05322
O,-11.96860,-7.95223, 0.51322
O,-11.13360,-7.88523, 1.51322
O,-7.79360,10.18857, 6.60322
O,-6.73960, 9.49037, 6.38322
O,-11.65590,-5.78873, 6.65322
O,-11.26770,-4.50143, 6.55322
O,11.77140,-3.90343,-10.35678
O,10.58740,-3.37863,-9.93678
O,-0.09160,-13.16223,13.05322
O, 1.00140,-12.92923,13.78322
O, 6.02340,10.60657,11.07322
O, 5.58460,10.90007,12.31322
O,-11.41160, 8.01347,12.89322
O,-11.89960, 7.00357,13.58322
O,12.73590,-10.88043,-6.94678
O,13.84890,-11.41113,-7.36678
O, 8.91190,-7.95453, 8.69322
O, 8.14160,-6.93733, 8.84322
O,-1.51601,-0.50755, 0.08360
O,-2.15701, 0.51145, 0.68360
O, 0.20559, 2.61335,-4.08640
O,-0.53521, 3.14035,-3.09640
O, 5.82023,-2.57705,-5.21640
O, 5.54574,-3.01145,-4.01640
O, 1.92019, 6.03645, 4.35360
O, 1.25599, 7.13175, 4.22360
O, 0.96699,-7.60415,-5.75640
O, 0.09099,-7.12105,-4.84640
O, 9.54149,-0.33391, 2.27360
O,10.68599,-0.81008, 1.66360
O, 2.34729,-8.79815, 0.84360
O, 1.96559,-7.97685, 1.80360
O,-5.44401,-2.48965,-6.27640
O,-4.66501,-1.75965,-7.01640
O,-4.45601,-4.48565, 3.34360
O,-4.37101,-4.52565, 4.67360
O, 6.30082,-5.36135, 6.54360
O, 5.71453,-5.06555, 7.68360
O,10.39799,-2.11225,-6.31640
O,10.94799,-3.27685,-6.17640
O,-4.55501, 5.16015,-6.09640
O,-4.82221, 4.56955,-5.01640
O, 8.43789, 7.04035,-7.83640
O, 9.07349, 7.55835,-6.78640
O, 9.86019, 5.86975,-0.71640
O,10.38389, 6.70645, 0.17360
O,-3.95856,-9.59815, 0.93360
O,-3.55615,-9.03215, 2.08360
O, 2.00959, 8.46135,-7.30640
O, 1.66359, 9.71535,-7.22640
O, 2.27949,-6.05885, 7.83360
O, 2.22409,-6.97225, 8.76360
O, 4.98419,11.36925, 1.14360
O, 4.22229,12.19405, 1.77360
O,-8.32132, 1.52938, 0.59360
O,-8.67069, 1.88341, 1.82360
O,-0.49301, 2.80975,12.04360
O,-0.26501, 2.32615,13.22360
O,-6.12111, 8.19175,-0.07640
O,-6.79161, 8.24505, 1.04360
O, 6.67209, 2.97475,10.31360
O, 7.23439, 3.43665,11.39360
O,12.90789,-1.57195, 5.39360
O,13.59979,-2.24645, 6.23360
O, 5.63299,-13.08135,-4.12640
O, 6.06699,-14.22145,-4.57640
O,-4.01125,-11.07405,-7.97640
O,-3.00214,-11.59665,-7.35640
O,-7.87921,-3.94155,-10.76640
O,-8.39161,-4.79445,-9.86640
O, 8.33999, 9.67734, 5.42360
O, 8.33399,10.81219, 4.71360
O,-1.68201,-2.37598,11.88360
O,-0.44241,-2.06658,12.06360
O,10.00538,-9.84485,-6.65640
O, 9.35540,-10.66425,-5.83640
O,-9.35671, 7.06335,-6.80640
O,-9.44031, 5.82835,-7.28640
O,-3.21601,11.39095, 4.81360
O,-3.97201,12.40995, 5.02360
O,-5.47801, 3.77835, 8.31360
O,-4.59901, 3.80335, 7.30360
O,11.67709,-2.82095,13.53360
O,12.88899,-2.58385,13.90360
O,-3.45711,-8.26665, 9.25360
O,-3.45891,-7.25965,10.12360
O,-10.76181,-8.79565, 3.94360
O,-11.34911,-8.70565, 5.10360
O, 5.54269,12.96095, 8.02360
O, 6.67639,13.44445, 8.54360
O,-3.79501,10.65776,11.42360
O,-3.11501,11.64761,11.98360
O, 3.33099,-12.87955,12.47360
O, 2.92419,-13.98765,11.90360
O,-10.00801,-10.51365,-3.06640
O,-10.56301,-9.44765,-2.58640
O,-9.52140, 9.94385, 5.19360
O,-8.88478,10.88895, 5.81360
O,-10.47891, 5.71635,11.18360
O,-11.18661, 5.35235,12.22360
O,10.32129, 9.72235,10.27360
O, 9.47599, 8.99735,10.95360
O,-11.39271,-10.79945,13.63360
O,-11.19251,-11.97655,14.23360
O, 0.83353, 0.05745, 1.54385
O,-0.10617,-0.10795, 2.42385
O,-2.39617,-4.78054,-1.70615
O,-3.71317,-4.83501,-1.65615
O, 4.44707,-0.93965, 0.03385
O, 4.89971,-1.41895, 1.19385
O,-2.95287, 3.10545,-6.76615
O,-3.48017, 2.08765,-6.23615
O, 5.04653, 6.08335,-1.37615
O, 5.59793, 5.56965,-0.26615
O, 4.76683,-1.81045,-9.03615
O, 5.83383,-1.02095,-9.01615
O,-4.94717, 5.04225,-1.65615
O,-4.79777, 4.35185,-0.56615
O, 6.65983, 3.98925,-7.07615
O, 7.12283, 4.52825,-5.96615
O,-7.53968, 2.04375,-8.78615
O,-8.69456, 2.16955,-8.14615
O,-3.15027,-1.95765, 6.11385
O,-3.49267,-3.05275, 6.73385
O,-5.14527,-6.86775,-5.28615
O,-6.15537,-6.06075,-5.47615
O, 3.34133,-8.68165, 3.51385
O, 2.80933,-9.55815, 4.33385
O,-10.35750,-1.66245,-1.97615
O,-11.61750,-2.10575,-1.89615
O,-2.10817, 8.80825,-5.83615
O,-3.22117, 9.17625,-5.31615
O,-3.12457,-0.83275,11.43385
O,-3.05417, 0.16025,10.60385
O,-7.39817,-3.83405, 1.81385
O,-7.83717,-2.56465, 1.83385
O, 4.27918, 6.15594, 3.61385
O, 4.70838, 7.26354, 3.00385
O, 1.77103,-10.16975,-2.72615
O, 3.10813,-10.11775,-2.89615
O,10.21133, 0.01665,-2.31615
O, 9.70803,-0.61465,-1.31615
O,-0.51977,-8.44907,-11.47615
O,-0.23607,-8.36701,-12.72615
O,-0.37317,10.01025, 2.64385
O,-0.78317,10.91425, 3.51385
O, 8.86353,-8.57975, 1.03385
O, 9.08283,-7.40075, 1.66385
O,-4.10697,-10.42975, 3.62385
O,-3.63857,-10.26575, 2.40385
O, 5.04038,-3.68795, 7.87385
O, 6.36741,-3.69245, 8.13385
O,11.43213,-7.16725,-2.93615
O,12.37503,-6.40065,-2.34615
O, 2.57593,-12.84675,-7.72615
O, 3.05273,-11.97405,-6.80615
O,-6.70192,-7.08935,-10.99615
O,-6.26132,-7.09405,-9.72615
O, 3.00683, 2.77325, 9.97385
O, 2.34683, 3.39225, 9.02385
O,-8.75107, 9.21105,-6.94615
O,-9.98667, 9.24605,-6.53615
O,-10.49857,-10.48425,-5.44615
