atom,x,y,z
O, 2.24850,-8.83745,-1.18720
O,-7.43880,-1.63085,-4.82720
O,-6.21290,-1.19395,-4.95720
O,-0.72910, 3.47485,-8.33720
O, 0.01740, 2.55285,-7.75720
O, 5.66282,-8.43905, 8.88280
O, 4.82998,-8.38085, 9.91280
O, 0.23530, 7.27895, 8.89280
O, 0.24530, 7.06422,10.22280
O,-11.22600, 1.03855, 1.08280
O,-9.95880, 0.86575, 1.46280
O, 7.31990,-10.06175, 1.80280
O, 6.54440,-10.98295, 2.37280
O,-1.19970,-0.76935,13.35280
O,-1.38170,-1.04302,14.64280
O, 1.35015, 9.54125,-7.29720
O, 1.82131,10.75315,-7.07720
O,-6.71070,-9.96495, 0.49280
O,-6.78070,-8.86995, 1.27280
O,-12.58600,-4.26755, 5.36280
O,-12.41880,-5.18005, 6.30280
O,-8.92200, 6.80535, 0.47280
O,-9.44250, 5.75735, 1.03280
O,-9.35890, 4.72555,-6.34720
O,-10.57810, 4.90325,-5.92720
O,-7.70170,-2.11215,10.18280
O,-6.92170,-1.04475,10.17280
O, 7.04630,-1.19365,13.63280
O, 7.15430,-1.55565,14.87280
O,-7.45230, 7.58295, 7.67280
O,-7.38110, 7.13815, 8.85280
O, 0.57930,14.07029,10.16280
O, 0.69030,14.77374,11.27280
O,12.12660, 0.44705,10.39280
O,12.72540, 0.81155,11.49280
O,10.04950,12.32585,-0.94720
O,11.13970,12.37875,-0.16720
O, 9.97180, 9.56685, 6.65280
O, 9.48200, 8.38215, 6.88280
O,-4.82370,11.10035,-7.95720
O,-3.86870,10.75235,-7.16720
O,-10.22430, 9.13089,-8.12720
O,-9.15250, 9.44880,-7.40720
O,10.86750,-6.92785,-9.91720
O, 9.77110,-7.00065,-9.25720
O,-5.72910,-9.63345,-10.36720
O,-5.87770,-9.20625,-9.14720
O, 8.84830, 7.51475,-11.68720
O, 8.32430, 7.36595,-10.44720
O, 0.49340,-1.06227, 0.75993
O, 0.86840,-1.79997, 1.78993
O,-4.36220, 3.17843, 2.00993
O,-3.26880, 3.84243, 2.39993
O, 0.46300,-3.11234,-4.08007
O, 1.43800,-3.88238,-3.59007
O,-0.19660, 7.73642,-5.03007
O,-1.51760, 7.65897,-4.91007
O, 7.38970,-1.99087, 0.52993
O, 7.10640,-1.97897, 1.79993
O,-2.39250, 6.86983, 5.65993
O,-2.91610, 6.87783, 6.86993
O,-0.51440,-4.36287, 7.37993
O,-1.23540,-3.70117, 8.27993
O,-5.78240,-7.28687, 2.42993
O,-4.76470,-6.87897, 3.27993
O,-1.65260, 3.19583,-9.82007
O,-2.09160, 3.87223,-8.78007
O, 7.48390,-6.99307, 5.33993
O, 8.07920,-6.81337, 6.50993
O, 2.83430,-10.73507, 1.93993
O, 2.77710,-12.05297, 2.39993
O,-7.57400,-2.09197, 5.94993
O,-6.97730,-1.45447, 6.89993
O, 6.91540, 6.95633, 6.48993
O, 7.32140, 5.75643, 6.89993
O,-6.99920, 3.44423,-6.59007
O,-6.29180, 4.04813,-5.69007
O,-1.64920,11.75373, 5.64993
O,-0.90210,12.71537, 6.08993
O,-5.58514, 0.26073,12.33993
O,-5.83546,-0.68677,13.21993
O,-9.92950,-1.13227,-4.37007
O,-9.90900,-1.91277,-3.27007
O,-9.78610, 4.92773,-0.70007
O,-8.98950, 4.85613, 0.37993
O, 8.22540, 9.32682,-1.86007
O, 8.73940,10.45360,-1.92007
O, 7.76580,-6.95737,-3.27007
O, 8.54220,-5.88237,-3.27007
O,-5.09020,11.17233,-2.96007
O,-3.85060,11.51963,-3.10007
O,-10.55760,-9.36707, 4.85993
O,-9.72260,-10.16937, 5.44993
O, 7.33830, 2.70543,-8.22007
O, 7.69570, 2.73983,-6.98007
O, 2.46240,-4.34237,-10.81007
O, 2.40040,-4.60237,-9.51007
O, 0.31740, 8.20163,-10.03007
O,-0.83380, 8.10023,-9.46007
O,-5.68540,-7.41587,13.24993
O,-4.60140,-7.59477,13.89993
O,11.97298, 4.99393, 8.46993
O,11.96346, 4.46043, 9.64993
O,-13.95050,-3.89877,-7.68007
O,-14.27000,-4.99257,-7.08007
O,10.09340, 8.81363,-8.16007
O,10.24940, 7.71363,-7.48007
O, 7.22440,-12.67934, 9.08993
O, 7.91040,-11.94730, 9.93993
O,12.59660,-4.45727,10.43993
O,11.87480,-4.06177,11.43993
O,-6.50430, 7.62763,-10.52007
O,-7.36440, 7.31563,-9.59007
O,-12.57590,10.86953, 6.72993
O,-11.73230,10.93693, 7.73993
O, 3.36270,-9.12742,-11.76007
O, 3.82840,-7.91377,-11.84007
O,-3.04340,-10.83837,-8.65007
O,-1.81670,-10.68337,-8.26007
O,-10.87480,12.19737,-5.88007
O,-10.79890,13.01420,-4.83007
O,10.58537,-8.95637,-9.48007
O, 9.67538,-9.14237,-8.57007
O,-0.39774, 0.21722, 2.56425
O, 0.23016, 0.86522, 3.56425
O, 1.58959,-8.28438, 1.78425
O, 0.28671,-8.27018, 1.62425
O,-6.93934,-1.41228, 1.72425
O,-7.40134,-2.64498, 2.08425
O, 6.50146,-4.18568, 5.01425
O, 7.01456,-5.21578, 5.69425
O, 3.45876, 0.91312,-3.15575
O, 3.34536, 2.09312,-2.66575
O, 0.64966, 6.62671, 1.28425
O,-0.55634, 6.44136, 1.71425
O, 8.62856,-0.73288, 0.52425
O, 9.51686, 0.15982, 0.16425
O, 8.01986, 3.80692, 7.41425
O, 7.63036, 4.15882, 8.64425
O,-1.15534, 4.30212,-6.35575
O,-0.99434, 5.57312,-6.19575
O,-5.33034,-3.59088,-3.80575
O,-5.61634,-3.78588,-2.57575
O,-10.69084, 1.87022, 5.61425
O,-11.36544, 0.78132, 5.21425
O, 0.62406,-9.41378,-6.18575
O, 0.14736,-10.54678,-5.87575
O,-10.09334,-4.20298,-2.59575
O,-11.08434,-3.96818,-1.75575
O,-10.35234, 7.66341, 4.12425
O,-11.47634, 7.90748, 4.75425
O,-3.00334, 2.69652, 9.67425
O,-2.11934, 1.70632, 9.63425
O,-6.88984, 3.78042,-6.03575
O,-7.94624, 3.60702,-5.30575
O,-1.62734, 8.66955, 8.10425
O,-2.00834, 9.27994, 9.20425
O, 0.74686,-6.91168,11.40425
O,-0.41634,-6.29158,11.30425
O,-4.28434,-9.70788, 3.07425
O,-3.40924,-9.87788, 4.08425
O,-7.65424,-4.26268,11.87425
O,-8.88504,-4.47538,12.09425
O, 2.84036, 5.84502,-9.74575
O, 3.65366, 5.08142,-9.03575
O, 1.27301,-1.90258,-10.44575
O, 0.41241,-2.81108,-10.23575
O,11.50866, 5.33692,-0.67575
O,12.57366, 5.99682,-0.13575
O, 8.99950,-5.43018,-6.78575
O, 8.83900,-5.26788,-8.06575
O, 5.00166,-13.15888, 2.32425
O, 5.03766,-12.42958, 3.35425
O,-4.47394, 9.27212,-5.69575
O,-4.60174, 8.83812,-4.46575
O,11.97216, 6.56612,-5.50575
O,12.51036, 6.99412,-4.37575
O,11.59116, 0.19442,11.44425
O,12.03636, 0.69232,12.63425
O,12.94526,-7.55828, 5.23425
O,12.39506,-7.43828, 6.40425
O, 3.65696,11.46360,-5.88575
O, 3.94146,12.23606,-4.89575
O,-8.93774,-10.95918,-4.86575
O,-8.46204,-11.22551,-3.58575
O,-11.27444,-11.60633,-1.38575
O,-10.56074,-11.45055,-0.30575
O,-6.11604,-14.30338,12.94425
O,-5.92674,-14.34128,14.22425
O,10.01616,12.43442, 7.52425
O, 9.16006,11.42122, 7.70425
O, 9.68376,-6.97778,11.56425
O, 9.44946,-6.35408,10.47425
O,-10.93024, 7.31919,13.87425
O,-9.87374, 6.69148,13.46425
O, 7.73486,12.95682,14.32425
O, 8.57066,12.95772,15.42425
O, 0.53514,-0.52781, 1.66179
O, 0.84114,-0.74521, 2.92179
O,-2.40886,-1.84908, 6.64179
O,-1.47986,-2.27808, 7.48179
O, 0.80794, 4.17108,-3.45821
O,-0.00356, 4.24313,-2.39821
O,-7.74636,-0.30608, 0.52179
O,-8.35806,-0.48208, 1.67179
O, 1.42691, 4.12922, 6.16179
O, 0.83409, 3.49942, 7.15179
O, 2.86043,-5.55108,-2.18821
O, 2.78970,-4.23908,-2.15821
O, 8.13414, 3.01802, 3.29179
O, 8.14074, 3.24812, 4.57179
O, 6.20414,-4.76418, 2.94179
O, 6.03114,-4.48498, 4.19179
O,-5.77266, 6.69962, 5.51179
O,-5.81196, 7.64312, 6.34179
O, 2.32914,-6.25090, 8.64179
O, 3.30114,-6.32314, 9.61179
O,-9.11086,-4.93288, 0.06179
O,-9.82446,-5.49388, 0.97179
O,-2.39096,-1.67808,-10.36821
O,-2.33956,-0.52388,-9.75821
O, 4.41604,-2.64818,-9.30821
O, 4.23434,-1.64658,-8.48821
O,-4.44506,-9.09833, 1.65179
O,-3.66896,-8.17599, 1.10179
O,-5.91356, 6.47282,-7.59821
O,-6.86326, 5.65822,-7.22821
O,-6.05616,-3.83073, 9.00179
O,-6.24816,-4.01904,10.26179
O, 1.54224, 6.43662,10.87179
O, 1.49184, 6.33062,12.15179
O, 7.62154,11.29812,-4.26821
O, 7.30404,11.78782,-3.06821
O,-12.44816, 0.12502,-5.22821
O,-13.72856, 0.17102,-5.03821
O, 4.15514,13.49782, 3.16179
O, 4.47814,14.74302, 2.92179
O,-8.29186, 7.30682, 9.95179
O,-9.40686, 7.64422, 9.54179
O,-4.02686,12.38776,-1.62821
O,-3.71186,12.08589,-0.37821
O, 8.18674, 1.18152,11.75179
O, 6.93934, 1.38472,12.06179
O, 2.09604,-8.66108,-9.00821
O, 0.86324,-8.22088,-9.03821
O, 7.59634,-4.26518,-7.06821
O, 7.37904,-4.38208,-5.78821
O,-12.09666, 5.79072, 5.82179
O,-11.80576, 4.65322, 6.40179
O,-12.42666,-0.61649,-10.08821
O,-12.98936,-0.83779,-11.28821
O,-1.41886,-12.18198, 9.91179
O,-1.69586,-12.72808,11.08179
O, 6.06964, 9.64232, 6.42179
O, 6.44444, 8.38412, 6.70179
O, 9.10044, 4.36802,-8.20821
O, 8.30384, 4.56692,-7.19821
O, 1.52814,12.31692,-8.62821
O, 1.36014,12.47092,-7.35821
O,-12.14796,-6.82608,-4.23821
O,-12.82746,-6.88508,-3.05821
O,-12.77456, 8.48152,-4.55821
O,-12.71726, 7.80882,-3.44821
O,-12.23626,13.91542, 3.34179
O,-12.55176,13.46122, 4.47179
O,-11.32996,-6.15278,11.44179
O,-11.60106,-5.90558,12.71179
O,-5.61806,-10.32208,10.10179
O,-5.34546,-9.23408, 9.48179
O,10.18634,-12.63168,12.18179
O,10.18624,-11.99328,13.35179
O,-0.60181,-0.97678, 1.28398
O,-1.17581,-0.35778, 2.31398
O, 2.72599, 4.37225, 1.10398
O, 3.77869, 4.95241, 1.51398
O,-6.43872, 3.36122, 2.45398
O,-6.85061, 2.09722, 2.43398
O, 5.12161, 0.18192,-4.78602
O, 6.01361,-0.11958,-3.84602
O,-2.04251,-5.79208,-1.16602
O,-1.79351,-5.32398, 0.02398
O, 3.13949,-2.50778, 6.65398
O, 3.50749,-1.69088, 5.69398
O,-5.61039,-3.95718,-2.43602
O,-5.37527,-2.81808,-3.18602
O,-2.93151, 3.80032,-6.47602
O,-3.35351, 4.77832,-5.72602
O, 1.84529, 7.88582, 8.62398
O, 2.96739, 8.13102, 7.93398
O,-3.85851, 1.43422, 9.26398
O,-3.70751, 2.69142, 9.70398
O, 2.93989, 5.24032,-7.49602
O, 2.16159, 4.48662,-6.81602
O,10.91949, 3.49399, 2.42398
O,10.94849, 3.36597, 3.70398
O,-10.27651, 0.54110,-1.69602
O,-10.39051,-0.09651,-0.53602
O, 1.45319,-2.71148,13.24398
O, 2.20309,-3.72908,13.55398
O, 4.01799,-12.22818, 3.18398
O, 5.29619,-12.43498, 3.51398
O, 9.64919,-9.66018,-0.03602
O, 9.90929,-9.76728, 1.26398
O,-7.32551, 5.29720,-2.94602
O,-7.79951, 6.02135,-1.91602
O,-5.47411,-8.48598, 2.60398
O,-4.39591,-7.97008, 3.22398
O, 9.83749,-2.73998, 3.69398
O, 9.05699,-1.67008, 3.57398
O,-8.19731, 0.60242,-9.97602
O,-7.54861, 1.69652,-10.45602
O, 8.23759, 3.46622,11.00398
O, 9.25939, 3.12522,11.73398
O, 0.40649,-14.09378,-2.54602
O, 0.98499,-14.19928,-1.42602
O,-4.29911,-6.45628,14.09398
O,-4.54451,-6.17368,15.34398
O, 6.21329,-7.58768,-6.44602
O, 5.36249,-7.52308,-5.52602
O,10.02049,-5.68278,-4.44602
O, 9.71249,-4.64278,-3.76602
O,-2.91301,11.31822, 9.48398
O,-3.50711,10.18702, 9.85398
O, 9.12269, 5.59950,-6.97602
O, 8.58529, 5.54731,-5.73602
O,-9.33411, 3.95942,10.50398
O,-10.15211, 4.85452,10.99398
O,-9.39779,11.97592,-1.83602
O,-9.64714,11.57222,-0.65602
O,-8.77621,10.15484, 7.34398
O,-9.71211, 9.27136, 7.59398
O,-10.04051, 8.07622, 2.77398
O,-9.17951, 8.88122, 3.36398
O, 0.60269,-11.75518,13.06398
O, 1.27879,-12.90268,13.08398
O,11.05049,-0.69278,-9.24602
O,11.13339,-1.09378,-7.99602
O,-7.51181,-8.66318,13.87398
O,-8.48681,-9.11078,14.65398
O,-3.32731,10.57122,-8.57602
O,-3.70001,10.25152,-7.35602
O, 5.83289,10.30498,-8.39602
O, 5.03249,10.02440,-7.41602
O, 7.01889,-10.48498,10.22398
O, 7.77319,-9.68458, 9.46398
O, 0.80438,-0.44084, 1.15879
O, 1.42608,-1.23314, 2.07879
O, 0.29748,-6.83178, 0.15879
O, 0.44348,-8.02593, 0.72879
O,-8.69802, 1.65816, 5.40879
O,-8.15922, 1.67116, 6.63879
O, 2.07977, 3.92676, 6.79879
O, 1.46247, 5.12056, 6.74879
O,-2.49332, 3.62026,-5.52121
O,-1.80832, 4.42496,-4.81121
O,-3.12092,-3.36004,-4.87121
O,-3.55462,-2.24014,-4.24121
O, 7.30608, 4.98086,-1.55121
O, 8.56378, 5.27686,-1.75121
O, 4.96748,-7.14834, 4.55879
O, 4.79928,-7.31434, 5.90879
O, 2.58648, 0.09769,-8.34121
O, 2.97348, 1.16469,-8.96121
O, 0.53478, 8.04056,-1.53121
O, 1.04668, 7.19806,-0.64121
O, 4.45228, 7.62696, 4.46879
O, 4.34288, 7.20096, 5.66879
O,-4.68552,-0.99984,10.81879
O,-5.36452,-0.01884,11.41879
O,-6.24772, 6.89046, 4.14879
O,-5.25452, 6.14816, 4.65879
O,-11.22152,-1.32694,-4.38121
O,-10.87152,-0.37344,-3.57121
O, 1.45498,-10.02354,-4.10121
O, 0.55488,-9.43864,-4.91121
O,-3.37632,-11.38044, 4.12879
O,-2.67762,-12.46884, 4.29879
O,11.65628,-5.11904, 6.48879
O,12.74818,-5.08844, 7.12879
O, 3.81548,-5.53644,11.82879
O, 4.62548,-4.56914,11.37879
O,10.82258, 0.07926, 0.03879
O, 9.70938, 0.76006, 0.08879
O,-8.71352,-7.02794, 0.07879
O,-8.28452,-6.61494, 1.22879
O, 9.56548, 0.13866,11.99879
O, 9.23948, 1.22166,12.59879
O,-0.73552, 9.94616,-9.38121
O,-1.54952, 9.76716,-8.37121
O,-4.39592, 5.46356,11.68879
O,-4.78242, 5.77216,12.95879
O,-4.36631,-10.87734,11.03879
O,-4.67167,-10.50194,12.24879
O, 8.39888,-6.55484,-4.99121
O, 7.61488,-5.51684,-4.90121
O, 4.72378,-12.59064, 6.95879
O, 5.74518,-12.15674, 7.65879
O,-8.79922, 8.16250,-2.04121
O,-7.65922, 7.47211,-1.96121
O, 4.60048, 7.38716,-10.72121
O, 5.52548, 7.89346,-9.98121
O,-6.66122,-7.91794,-9.01121
O,-6.90582,-7.88124,-7.73121
O,-12.88482, 4.68279,-8.58121
O,-12.79692, 4.35496,-7.26121
O,11.75428, 7.91576, 8.93879
O,12.66678, 8.03906, 9.88879
O,-10.00602,-11.40144, 6.65879
O,-10.11942,-10.84274, 7.84879
O,-12.44202, 9.64466, 4.89879
O,-11.22382, 9.71996, 5.40879
O,-8.05152,13.37946,-5.42121
O,-8.33752,13.40396,-4.12121
O, 1.73485,-11.85584,-12.40121
O, 0.43423,-11.50884,-12.26121
O,11.50378,-4.67084,13.60879
O,10.65658,-5.42084,12.88879
O, 9.33428,13.14766,-9.41121
O,10.36158,13.88456,-9.88121
O, 1.61567,-1.40710, 1.66487
O, 1.19297,-1.72650, 2.88487
O,-0.13763,-3.86410,-2.54513
O,-1.16613,-4.66590,-2.48513
O, 4.60187, 3.27960, 1.23487
O, 5.21697, 3.53860, 2.33487
O,-2.15103, 5.76220, 4.50487
O,-2.72873, 6.48440, 5.43487
O,-4.33123,-3.93040, 7.98487
O,-5.38243,-3.97740, 8.77487
O,-8.49713,-1.25310, 1.29487
O,-8.02833,-1.48260, 2.50487
O, 8.76167,-3.76400, 6.71487
O, 8.33977,-4.69170, 7.54487
O, 9.41327, 2.22940,-3.69513
O, 9.03157, 2.34230,-2.40513
O,-6.24023, 4.93630,-3.92513
O,-6.23273, 3.70440,-3.49513
O, 1.39017,-9.81790, 2.37487
O, 2.06417,-10.52880, 3.29487
O, 7.30017,-3.65593,-1.17513
O, 7.12917,-2.71692,-2.10513
O, 0.31287, 3.59840, 9.99487
O, 0.18037, 2.37070, 9.50487
O, 5.48117, 8.76860, 3.05487
O, 4.24417, 8.74560, 2.82487
O,-6.34033, 3.12290,10.38487
O,-6.78393, 3.04340,11.62487
O,-5.04023, 2.00360,-8.19513
O,-4.97573, 0.73160,-8.72513
O,-8.70683,-10.59820,-4.63513
O,-8.62823,-11.79140,-5.12513
O,-3.88923,-10.57020, 1.42487
O,-4.22553,-9.37490, 1.03487
O, 1.52997,-8.55910, 9.54487
O, 2.09157,-9.70760, 9.92487
O, 5.20742, 0.78060,11.56487
O, 5.97618, 0.65010,12.61487
O, 7.76917,-6.37591,-3.90513
O, 7.53417,-7.38539,-3.07513
O, 2.30267, 4.87960,-8.47513
O, 1.18407, 4.33560,-8.03513
O,-9.36783, 6.03720, 6.47487
O,-10.51183, 5.54240, 5.93487
O,-11.43243, 4.59160, 0.19487
O,-11.61663, 3.65100, 1.13487
O, 2.00187,-3.41870,-10.35513
O, 2.89217,-4.03030,-9.57513
O,-6.52183,-10.08660, 8.77487
O,-6.57183,-10.73060, 9.86487
O,-0.90913, 9.98054,-3.72513
O,-1.21063, 9.46376,-2.56513
O,-11.58333,-1.94300,-7.52513
O,-10.68233,-1.85540,-6.55513
O,11.70417, 1.96560, 9.26487
O,11.05017, 2.94560, 8.68487
O,11.61987, 7.67600,-6.97513
O,10.73147, 8.32360,-6.26513
O, 9.71147,-11.63240, 5.64487
O, 9.72627,-12.83970, 6.16487
O,-6.20383,-4.56770,-11.45513
O,-5.52183,-4.05630,-10.44513
O, 9.59107,-6.99290,12.21487
O,10.78097,-6.38920,12.30487
O,-12.54753,-9.57350,-5.81513
O,-12.26763,-9.00090,-4.68513
O,-0.80283,12.31162,-10.67513
O,-0.48783,13.63034,-10.82513
O, 5.20017,-11.82740,-8.08513
O, 4.78917,-10.73440,-7.53513
O,13.48217,-11.04651, 0.81487
O,14.72217,-11.29080, 0.77487
O,12.63285, 8.00920,12.96487
O,13.68502, 7.65840,13.65487
O,-1.19531, 1.13822, 2.11394
O,-1.58671, 2.37012, 2.10394
O,-2.32691,-0.30748,-3.03606
O,-1.69981, 0.82102,-2.74606
O,-1.16241,-5.90888, 1.33394
O,-1.06191,-5.39818, 2.55394
O, 6.75099,-0.94778, 1.71394
O, 6.05329,-0.79178, 2.83394
O, 1.46159, 8.37535,-4.29606
O, 0.38159, 8.94989,-3.72606
O, 3.50789,-3.04715,-8.44606
O, 2.75999,-4.05975,-8.68606
O,-2.32341, 1.92182, 7.98394
O,-1.32241, 2.16202, 8.84394
O,-10.92141, 0.56822,-0.16606
O,-11.88741, 1.06582,-0.83606
O,-1.24661,-3.26638,11.15394
O,-1.39341,-3.29968,12.49394
O,-7.23741, 7.58309,-3.04606
O,-8.14311, 7.06549,-2.29606
O,-6.40041,-8.09448, 4.73394
O,-7.17341,-7.41078, 5.60394
O, 7.81359, 6.22675,-0.97606
O, 7.79559, 6.31471, 0.36394
O, 3.45489,-6.53778, 7.56394
O, 3.90469,-7.12778, 8.67394
O, 3.66259, 2.38772, 9.84394
O, 4.13159, 2.52502,11.05394
O, 0.80919,10.86962, 3.09394
O,-0.01281,11.10212, 4.09394
O,-9.87741,-2.44078, 4.03394
O,-10.95941,-1.75178, 3.73394
O,-6.20561,-1.61158,-10.14606
O,-7.37651,-1.77318,-9.51606
O, 3.12169,-9.88678,-4.49606
O, 1.84539,-9.81578,-4.14606
O, 9.56859,-5.59898, 8.26394
O,10.65959,-6.10928, 8.71394
O,-6.32141,-8.19638,-7.78606
O,-5.74431,-9.36068,-7.66606
O,10.29869,-6.76928,-3.20606
O, 9.18549,-6.42928,-2.63606
O,-8.30191,-7.40128,10.76394
O,-7.53591,-7.84008,11.74394
O,-1.88091,10.28952, 9.20394
O,-1.12801, 9.26642, 9.47394
O,-12.56941, 4.13322, 8.29394
O,-13.15751, 2.97452, 8.49394
O,-8.74913, 2.92012,11.96394
O,-8.91295, 2.16252,13.00394
O, 2.95179, 9.07632,-8.29606
O, 2.86429, 7.82322,-7.89606
O,11.17029,-9.16178, 3.28394
O,11.61529,-10.34478, 3.62394
O,-6.59081, 9.13532,-8.89606
O,-6.28921, 9.65512,-7.72606
O, 9.57959,-3.85278,13.58394
O,10.36759,-3.38678,14.48394
O,10.33429, 9.09622,-7.12606
O,11.11029,10.03112,-7.53606
O,10.45619,11.24632,-0.74606
O,11.07649,10.50052, 0.25394
O,-7.62361,10.84502, 1.14394
O,-8.50631,10.07452, 1.59394
O, 7.37559,10.35812, 7.53394
O, 7.02309, 9.43532, 8.42394
O,15.02159, 3.93791,-7.44606
O,15.17859, 5.24307,-7.52606
O,-1.20328,-9.63878,11.50394
O,-1.85988,-8.98078,12.34394
O,-8.45838,10.66332, 9.69394
O,-7.82702,11.76162, 9.61394
O,11.98499,-11.28798,-11.61606
O,11.51699,-10.07248,-11.87606
O,-0.38118,-0.35138, 1.56884
O,-0.84198,-1.53348, 1.91884
O, 0.33312,-2.56338,-3.89116
O,-0.11388,-3.16038,-2.77116
O,-5.36038,-0.95528, 3.15884
O,-5.56328,-2.24818, 3.21884
O, 2.82792,-5.71968, 4.65884
O, 2.29302,-6.62988, 5.38884
O, 7.50312, 2.29802,-0.67116
O, 7.53612, 2.44002, 0.61884
O,-3.64288, 4.66112,-4.69116
O,-4.67988, 4.87152,-4.01116
O, 1.64827, 6.44732, 2.29884
O, 1.22554, 5.35162, 2.88884
O, 1.19212,-9.74968,-2.71116
O, 0.35312,-10.66148,-2.17116
O, 0.94302, 5.94662,-4.30116
O, 0.30562, 4.89412,-3.74116
O, 4.71552,-1.07028,11.50884
O, 4.02732,-1.59788,12.46884
O, 9.03122,-1.94488,-2.03116
O, 7.92712,-1.52318,-1.37116
O,-6.19588, 5.81452, 8.06884
O,-6.43288, 6.90982, 8.76884
O,-0.45248, 2.51874,12.65884
O,-0.64918, 1.41313,13.34884
O,-6.41238,-1.72038,-6.42116
O,-6.74668,-0.78778,-5.49116
O,-2.86388,-11.18508, 4.10884
O,-1.62088,-11.46238, 3.93884
O,-6.31988,-4.41138, 9.04884
O,-5.96688,-4.13938,10.26884
O,11.19462, 6.54052,-0.82116
O,12.23352, 7.14092,-0.23116
O,-6.82248, 9.72792,-0.68116
O,-6.42988, 8.79472, 0.15884
O, 9.31476,-10.51248, 2.27884
O,10.19652,-9.58608, 2.60884
O, 9.53082, 1.55572,-7.62116
O,10.64572, 1.48712,-6.98116
O,12.40882, 1.16022, 5.87884
O,11.46852, 1.03282, 6.79884
O, 9.30202, 7.43802, 5.56884
O,10.13922, 6.43102, 5.44884
O,-9.16958, 2.79799,-7.41116
O,-8.86378, 4.04305,-6.92116
O,-1.33568,11.91772,10.62884
O,-1.69698,12.69932,11.63884
O, 3.24872, 5.32357,14.68884
O, 2.17812, 4.73727,15.33884
O,-8.33288, 5.34167,12.12884
O,-9.18588, 6.27626,12.30884
O, 6.74212,-9.23808,-9.43116
O, 7.81552,-9.63078,-8.74116
O,-8.59288,-7.55038,-3.70116
O,-8.47378,-6.74538,-2.66116
O, 9.18092,-12.81638,-4.62116
O,10.51212,-12.75148,-4.45116
O, 7.14212,-10.01018,10.77884
O, 7.68612,-9.76348,11.93884
O,-1.36438,-11.78238,-8.81116
O,-0.88188,-10.57138,-8.55116
O, 9.92602, 0.77642,11.17884
O,10.75972, 1.64762,11.58884
O,10.50872,-6.04538, 6.05884
O,10.61762,-5.42638, 4.87884
O,-6.36528,-10.50208,10.29884
O,-6.31998,-9.25148,10.73884
O,-10.70468,-11.78038, 0.16884
O,-10.44608,-12.79038, 0.93884
O, 9.24812, 7.30289,-9.57116
O,10.08712, 6.61152,-8.71116
O,-10.64838,12.40192,-9.74116
O,-10.10668,11.40562,-9.12116
O, 0.13300,-0.72494, 2.52036
O, 0.87650,-0.08974, 3.36036
O,-0.84770,-4.40744, 3.06036
O,-1.88050,-4.56954, 3.86036
O, 4.12670, 2.53306,-0.20964
O, 3.91800, 2.19396, 1.06036
O,-7.42661, 3.05426,-3.89964
O,-8.55320, 3.66626,-3.60964
O, 2.16310,-8.97074, 1.19036
O, 1.88240,-10.28474, 1.16036
O, 2.32180, 2.10026,-7.38964
O, 1.41970, 2.71026,-6.67964
O,-1.45110,-2.93414,-6.83964
O,-1.36060,-4.03284,-6.19964
O, 9.79390,-0.35354, 1.97036
O,11.06550,-0.11394, 2.19036
O, 1.47090, 7.63446, 2.25036
O, 2.77590, 7.34876, 2.44036
O, 4.09100, 2.10986, 9.94036
O, 4.56600, 2.90836,10.86036
O, 9.26990,-3.19874,-4.39964
O,10.43490,-3.62974,-4.00964
O,-1.69160,-5.28234, 9.93036
O,-2.18700,-4.25784, 9.40036
O,-8.93910,-7.61134,-3.32964
O,-8.36410,-8.29664,-2.39964
O,-9.52410,-4.37124, 4.35036
O,-10.01010,-3.75924, 5.39036
O, 2.60790, 6.92526,11.10036
O, 3.25890, 8.05726,11.08036
O, 7.95790,-7.38594, 5.71036
O, 8.99660,-7.30914, 6.57036
O,-6.94730, 4.12626, 9.66036
O,-7.08590, 5.44096, 9.65036
O, 1.58270, 7.63936,-7.29964
O, 2.01560, 7.83496,-6.11964
O, 8.59380, 0.25026, 4.81036
O, 8.58280,-1.10574, 4.82036
O,-4.10290,-9.67314, 4.30036
O,-3.83690,-10.50504, 5.27036
O,-8.03610, 1.96886,-8.72964
O,-9.26410, 2.31926,-8.45964
O, 6.70000,-8.32334,-5.76964
O, 7.02760,-8.29034,-4.49964
O,-3.90610, 9.95762, 6.16036
O,-3.67310,10.45267, 7.31036
O,-7.20070, 7.02036,-8.33964
O,-6.39230, 7.26336,-7.31964
O,-5.94110, 8.86276,-1.13964
O,-4.85910, 8.19836,-1.19964
O,10.11340,-1.97114,12.82036
O,10.71950,-0.94654,13.47036
O, 9.42720, 9.71846,-3.16964
O, 8.74460, 8.92736,-2.47964
O, 6.13990,-10.30062, 8.38036
O, 7.02690,-9.75819, 9.14036
O,10.56610,-5.80074,-9.44964
O,11.62540,-5.13474,-9.79964
O, 1.14060,-12.76374,-7.48964
O, 2.35790,-13.11494,-7.04964
O, 9.54340, 6.29496,-8.65964
O,10.54930, 6.38366,-7.81964
O,-7.83910,-11.27404,-9.65964
O,-7.35840,-12.23044,-8.97964
O, 9.09040, 9.31959, 3.64036
O, 9.32990, 8.07247, 3.93036
O,-7.66870,-9.45184, 8.93036
O,-7.58600,-10.31430, 9.88036
O,-4.37750,-10.10237,-8.73964
O,-3.64440,-9.13935,-8.28964
O,-12.12340,10.47126, 9.33036
