atom,x,y,z
O,-5.03523,10.04966,-9.97700
O,-5.92463,-8.22414,-10.30700
O,-5.69373,-8.30494,-12.92700
O,13.75257, 1.72366,11.34300
O,12.10577, 3.43246, 9.92300
O,-8.38683,13.10006, 9.29300
O,-7.91613,11.73556, 7.19300
O,-10.69563,12.72276, 2.89300
O,-11.73523,12.26776, 0.44300
O,-11.71783,-4.20684,11.84300
O,-11.25243,-3.38464, 9.38300
O, 4.38737,11.41686,-10.79700
O, 2.82737,11.83566,-12.87700
O,-12.70573,12.09866,-3.27700
O,-11.05673,12.50166,-5.42700
O,12.80417,-12.02234,10.20300
O,10.93017,-12.55534, 8.40300
O,-11.09467,10.87736,-9.41700
O,-12.12366,10.82966,-11.95700
O,-0.03981,-1.64803, 0.65691
O,-0.07361, 0.82697,-0.10309
O,-3.54347,-2.40803,-1.59309
O,-3.40437,-2.53003,-4.23309
O, 3.93609, 1.78317,-2.14309
O, 5.60949, 1.81957,-4.27309
O,-3.78681,-0.43173, 5.77691
O,-1.97401,-1.82103, 4.24691
O, 3.65249,-5.88663,-2.67309
O, 5.21439,-5.69293,-4.69309
O, 6.92989,-3.86403, 3.94691
O, 6.20709,-4.18603, 1.47691
O,-7.92111, 1.68287, 1.60691
O,-7.06031, 1.99287,-1.13309
O,-2.74111, 6.44247,-2.25309
O,-1.18291, 5.82067,-4.50309
O,-1.67441,-8.02613, 6.18691
O,-1.53261,-9.03843, 3.86691
O,-0.19701,-7.68153,-4.84309
O, 0.17399,-8.75643,-7.27309
O, 5.64999,-1.12713, 9.16691
O, 4.14129,-1.36093, 7.04691
O, 1.07569, 3.91527,-8.91309
O,-0.00021, 1.73527,-9.96309
O,-7.21291,-5.56703, 6.65691
O,-7.07921,-6.37103, 4.21691
O, 0.60799,-11.12313,-0.05309
O,-1.07701,-12.14623,-1.85309
O, 8.41999, 0.66317, 6.98691
O, 8.30399, 2.13617, 4.80691
O,-8.02251,-7.77959,-0.08309
O,-6.34791,-8.18321,-2.10309
O,-3.70651,-5.68623,-7.94309
O,-5.01571,-6.38873,-9.99309
O,-9.01481,-2.47493, 5.08691
O,-10.64191,-1.72343, 2.99691
O, 7.37699,-2.17873,-7.81309
O, 5.92739,-1.88443,-10.19309
O,-5.67401, 8.40667, 2.14691
O,-5.40001, 8.57897,-0.38309
O, 4.22511,-11.88648, 2.00691
O, 6.12698,-12.61397, 0.36691
O, 1.30619, 9.28907, 6.89691
O, 2.05839, 8.55457, 4.40691
O,-3.74631, 2.41127,11.33691
O,-5.07921, 0.73097, 9.74691
O,12.54559,-2.97023, 0.06691
O,11.27704,-1.59643,-1.69309
O, 6.62399, 8.76097, 5.01691
O, 7.33279, 7.33497, 2.98691
O, 5.73747, 9.45994,-3.28309
O, 5.23668,10.40379,-5.54309
O,-0.02701, 5.34087,11.94691
O,-0.10201, 3.94077, 9.59691
O,-10.06031, 2.46507,-7.22309
O,-8.53021, 1.01177,-8.99309
O,-0.12451,-6.10873,13.66691
O, 1.33949,-6.41273,11.59691
O,-4.69766, 8.71647,-6.02309
O,-4.49786,10.25257,-8.18309
O, 6.17447,-9.50903, 8.84691
O, 5.55043,-10.06303, 6.47691
O, 9.15819,-10.93963,-3.44309
O,10.02409,-8.65393,-4.19309
O, 3.13284, 6.41527,-9.92309
O, 3.01574, 7.42927,-12.16309
O,12.45319, 6.72497, 0.87691
O,12.03929, 6.06897,-1.70309
O, 9.70109, 4.49997,-9.08309
O, 9.15090, 4.30697,-11.82309
O,-4.68247,11.02597, 8.29691
O,-3.90691,10.30197, 6.03691
O,-10.78801,-10.23723,-4.93309
O,-9.89801,-11.82063,-7.09309
O,-10.19601, 7.78337, 7.68691
O,-9.46801, 7.23337, 5.21691
O,-12.59701, 5.52747,-6.35309
O,-11.99321, 6.87227,-8.57309
O, 8.45399,-11.28643,-8.53309
O, 7.18099,-11.88643,-11.03309
O,-12.96821,-7.45153,-8.26309
O,-11.51451,-5.50053,-8.85309
O,-9.09721,-7.74053,12.45691
O,-8.35081,-8.17503, 9.92691
O, 7.78759, 8.52597,10.31691
O, 9.91849, 8.86327, 8.97691
O, 9.47399,-8.60383,12.19691
O,10.42229,-7.77303, 9.71691
O,12.99029,-0.13683,12.36691
O,12.44419,-0.31063, 9.70691
O,-11.48001,-12.51133, 8.33691
O,-11.40081,-11.59703, 5.59691
O,-3.51881,-13.68473,12.99691
O,-2.36621,-11.51603,12.01691
O,-9.34601, 8.65897,13.48691
O,-7.87501, 7.73767,11.40691
O,-1.14149, 1.36374, 1.09081
O, 0.53040,-0.29226,-0.45919
O,-4.75344, 1.82724, 1.35081
O,-5.60054, 1.89714,-1.21919
O, 0.96546, 4.11994,-2.70919
O, 2.92056, 3.33694,-4.33919
O, 0.31326, 0.95364, 7.31081
O,-0.09894, 1.43034, 4.86081
O, 5.51206,-3.09356, 2.91081
O, 5.23626,-2.90106, 0.30081
O,-6.18914,-5.24476, 3.46081
O,-5.99274,-4.33106, 0.98081
O, 0.97718,-5.28126, 7.58081
O,-0.47008,-5.32926, 5.32081
O, 2.80086, 8.08524, 1.70081
O, 1.28086, 7.95104,-0.48919
O,-5.75414, 4.23684,-5.19919
O,-6.38214, 2.92724,-7.35919
O,-5.15304,-5.28526,-4.61919
O,-6.76974,-4.42226,-6.44919
O, 6.29086,-1.78666,-3.39919
O, 7.54146,-2.28066,-5.81919
O,-1.14914,-4.65954,-6.43919
O,-0.92914,-5.88306,-8.67919
O, 1.86486,-8.58086,-1.18919
O, 0.58876,-7.92616,-3.35919
O,-7.71694, 2.20584, 7.48081
O,-8.23904, 4.56794, 5.93081
O, 6.91356,-0.97336, 7.63081
O, 8.46536,-0.64486, 5.34081
O, 1.75016, 3.12384,-8.85919
O, 1.01166, 1.35764,-10.66919
O,-9.45344,-2.67326, 7.62081
O,-9.66684,-0.91966, 5.67081
O, 8.08456,-5.97466,-2.58919
O, 7.13946,-8.43716,-3.36919
O,-2.87014, 0.59584,12.84081
O,-2.05294, 1.05764,10.37081
O,-1.60984, 9.43254, 9.30081
O,-2.90874, 7.60124, 7.85081
O,-3.26204,10.16024,-4.93919
O,-4.38284, 8.61824,-6.74919
O,-10.96368, 7.22684, 2.80081
O,-10.29417, 7.36474, 0.32081
O,-3.93184,-11.27046,-1.68919
O,-6.32124,-10.64626,-3.11919
O,11.52486, 4.64654, 0.89081
O, 9.76486, 3.91234,-0.95919
O,-2.96514,-6.48476,11.63081
O,-0.54314,-6.74846,10.42081
O, 4.55247,-5.41086,10.82081
O, 6.10206,-4.14268, 9.00081
O,-10.10595,-0.72635,-6.99919
O,-12.15468, 0.41617,-8.28919
O,-4.77484,-11.30306, 3.86081
O,-6.00084,-13.11096, 2.42081
O, 2.65456, 8.05494,11.22081
O, 3.32716, 7.73654, 8.67081
O,-0.74634,-11.83986, 4.52081
O, 1.11436,-11.98836, 2.96081
O, 9.16136, 6.54914,-5.17919
O, 6.92666, 7.70814,-5.50919
O,-13.46164,-5.60426,-0.37919
O,-12.11704,-3.46626,-0.62919
O, 0.03906,-11.08516,-5.97919
O, 1.65776,-11.77396,-7.86919
O, 7.37026,11.12874, 3.26081
O, 7.32996,11.60674, 0.72081
O, 8.84426, 3.05144,11.82081
O, 8.60136, 3.72654, 9.35081
O, 4.82486,-9.20566,11.12081
O, 4.82486,-11.36356, 9.49081
O,-2.24604,10.45974,-9.49919
O,-3.18894,10.93274,-12.01919
O,-7.76214,-9.61626, 9.81081
O,-8.45214,-9.53556, 7.37081
O, 7.57486,-8.38106,-7.76919
O, 7.91286,-8.10226,-10.51919
O, 7.60556, 7.76374,-9.66919
O, 6.19946, 6.10874,-11.04919
O,-8.44594,-5.56706,-10.54919
O,-7.59644,-5.95956,-13.10919
O,11.29726, 8.07904, 6.57081
O,11.42916,10.26584, 4.90081
O,11.47586,-9.88026, 6.00081
O,11.70386,-8.05226, 4.01081
O,-10.91234,-8.97466,-6.52919
O,-10.57754,-10.62246,-8.72919
O,-11.21814, 5.86734,13.63081
O,-10.70314, 6.84034,11.22081
O,13.22746,-2.32516,13.96081
O,11.87116,-2.49616,11.78081
O,-12.53554,13.33873,-1.49919
O,-12.07554,11.51489,-3.37919
O,-11.16274,-10.92486,12.50081
O,-11.71854,-13.31456,11.64081
O, 0.50740, 0.63377, 1.72201
O,-0.06880,-0.06913,-0.76799
O,-3.61310,-2.31853, 2.24201
O,-3.57100,-3.67613, 0.03201
O, 3.72190, 1.29857,-1.41799
O, 3.98630, 1.44197,-4.10799
O, 5.26110,-0.73651, 5.78201
O, 4.86010,-0.60233, 3.09201
O,-1.55490, 7.56157, 1.36201
O,-1.77690, 6.91700,-1.21799
O,-7.17290, 2.00857, 1.89201
O,-7.21650, 2.69167,-0.85799
O,-6.00090,-2.14243, 6.37201
O,-5.59090,-0.06053, 4.88201
O,-5.52110,-1.08383,-4.39799
O,-5.56890,-0.83683,-7.00799
O, 2.87600,-8.40413,-0.06799
O, 3.50820,-6.91923,-2.07799
O, 5.78780, 5.16327,-3.73799
O, 5.43760, 7.77687,-4.12799
O, 2.91945, 0.57617,-7.65799
O, 4.64016,-0.02783,-9.52799
O, 5.79920, 7.95837, 4.42201
O, 4.14940, 6.58977, 2.73201
O,-3.93120,-9.28073,-1.47799
O,-4.26190,-8.85863,-4.08799
O, 6.67910, 3.82097, 8.45201
O, 7.93710, 5.70287, 7.00201
O,10.71160,-3.79573, 1.99201
O, 9.76960,-2.18113,-0.23799
O, 7.30663,-3.71623, 8.78201
O, 9.09151,-3.82043, 6.86201
O,-3.12510, 9.73387, 6.69201
O,-2.70340, 7.17117, 5.69201
O,-2.41762,-7.60197, 9.88201
O,-2.35743,-6.19042, 7.49201
O, 4.99020,-9.62423, 5.79201
O, 4.56300,-8.85303, 3.42201
O, 2.49703,-8.53753,-6.32799
O, 0.72125,-7.90973,-8.19799
O, 1.32200,10.63387,-1.95799
O,-0.37530,12.27527,-3.03799
O, 9.75099,-1.46903,-5.99799
O, 9.61409,-3.77533,-7.42799
O,-0.14730,-4.40883,-9.86799
O, 0.64400,-3.98583,-12.40799
O,-6.22480, 9.80817,-2.83799
O,-7.09210, 8.89477,-5.07799
O, 1.69187, 9.25817,-7.58799
O, 0.41932, 7.89817,-9.39799
O,-3.95880,-0.76443,13.78201
O,-5.74010,-0.84353,11.78201
O,-10.75990,-5.64663,-1.85799
O,-9.56790,-5.80793,-4.45799
O,-0.57690, 4.25017,14.22201
O,-1.05140, 3.65217,11.62201
O,-11.24311,-5.62663, 5.19201
O,-10.50108,-6.10163, 2.74201
O,11.39287, 7.55002, 2.47201
O,11.56755, 5.86417, 0.53201
O, 4.84700, 4.15917,13.63201
O, 6.67670, 4.89917,12.00201
O,-12.25490, 3.33267, 7.35201
O,-10.92290, 3.05787, 5.12201
O,-7.48550,-11.96963, 3.37201
O,-6.64680,-11.64643, 0.91201
O,-11.54690, 4.55517,-5.22799
O,-12.20390, 2.03217,-5.78799
O, 9.71320, 9.89997, 5.55201
O,10.00640,11.55067, 3.37201
O,-7.68320,10.08437, 9.21201
O,-9.07390,10.46307, 6.78201
O, 3.05110,11.76317,10.82201
O, 1.59430,10.90647, 8.91201
O, 6.36670,-10.12913,12.07201
O, 5.34590,-9.75333, 9.41201
O, 8.82790,-3.54623,13.95201
O,10.27560,-3.97293,11.73201
O,-8.95790,-8.66660,-7.42799
O,-8.72690,-9.30815,-10.01799
O,12.04812,-10.26673, 0.54201
O,11.79785,-9.60383,-2.01799
O, 9.07170,-11.71429,-7.37799
O, 7.04330,-10.52443,-6.08799
O,-10.24020,-9.15513,11.11201
O,-9.26840,-8.08023, 9.00201
O,-12.98700, 3.33587,-9.63799
O,-11.42550, 2.48227,-11.63799
O,-9.21440, 8.31017,-10.18799
O,-7.62800, 7.62617,-12.29799
O,12.14920,10.07377,-6.53799
O,10.67000, 9.15927,-8.60799
O,-1.96090,-12.86763,-10.82799
O,-3.66490,-11.91093,-12.61799
O,10.33657,12.25667,13.45201
O,10.13485,11.87457,10.62201
O, 0.82425, 0.55942, 1.57063
O,-0.12736,-0.15138,-0.76937
O, 1.30387,-4.68008, 2.53063
O, 3.40287,-6.22198, 1.86063
O,-3.99853,-3.23168, 3.07063
O,-4.42753,-4.92838, 1.22063
O,-5.74796, 1.71782, 3.85063
O,-6.56703, 2.94022, 1.80063
O, 6.84447, 1.14122, 0.18063
O, 7.58577, 1.83922,-2.19937
O, 2.68587,-0.26868,-4.47937
O, 2.24527,-0.18138,-7.22937
O, 3.56425,-2.40670, 8.00063
O, 3.07573,-2.61646, 5.37063
O, 6.36437, 1.64502, 5.91063
O, 7.57567, 3.05582, 4.08063
O, 0.19847,-6.75858,-1.63937
O,-0.84563,-7.09768,-4.04937
O,-1.04573, 6.96157, 6.52063
O,-1.62063, 5.17318, 4.66063
O, 3.81087, 7.23622,-2.92937
O, 3.00977, 6.45922,-5.38937
O,-7.71923, 2.44332,-2.35937
O,-7.29373, 1.26422,-4.54937
O, 1.25745, 8.87662, 1.42063
O, 0.20930,10.42332,-0.54937
O,-5.23753, 7.44192,-1.97937
O,-4.79063, 6.82702,-4.69937
O,-9.06245,-2.06178, 2.93063
O,-11.18757,-3.40678, 3.24063
O,-6.08313,-3.43518, 9.29063
O,-4.82753,-2.32998, 7.20063
O,-1.68863, 3.97002,-7.95937
O,-2.01593, 4.26072,-10.61937
O, 4.93787, 8.96890, 5.00063
O, 5.70387, 9.48523, 2.40063
O,-3.15913,-4.09878,-8.51937
O,-2.83513,-2.09938,-10.22937
O, 4.60577, 1.82792,11.76063
O, 2.56487, 2.16292,10.14063
O,11.27517,-3.11878,-0.05937
O,11.34977,-2.84578,-2.69937
O,-1.40713,-4.99688,12.40063
O, 0.48387,-5.36948,10.60063
O,-6.86043,-3.30888,-7.11937
O,-8.09013,-4.74458,-8.91937
O, 6.73297,-10.08438,-1.92937
O, 6.09607,-7.99398,-3.76937
O, 9.92527,-0.55428,-6.21937
O,10.09907,-0.95898,-8.72937
O, 5.58047,-6.32128,11.39063
O, 6.63287,-7.23148, 9.27063
O, 8.46287, 1.31614,10.65063
O,10.06987, 0.17325, 8.74063
O,-1.66043,-12.63278, 7.05063
O,-0.24503,-11.95828, 4.85063
O,-11.96613, 6.02572, 1.19063
O,-12.75213, 5.72852,-1.25937
O,-9.41693,-9.36978,-2.62937
O,-8.83843,-7.87078,-4.78937
O, 5.39647, 7.01362,-8.58937
O, 5.95447, 6.41082,-11.21937
O,10.45717,-8.35778, 6.03063
O, 9.54557,-8.41478, 3.43063
O,-10.68093, 6.39372, 9.40063
O,-8.88643, 6.69282, 7.45063
O,-4.62913,11.54582,-5.96937
O,-2.48573,12.54122,-7.38937
O,-7.59574,-11.38978, 1.59063
O,-6.81588,-11.97378,-0.81937
O, 8.96287,-7.14858,-6.85937
O, 8.91387,-8.21968,-9.13937
O, 4.14987, 9.62672,11.99063
O, 4.22587, 9.52072, 9.40063
O, 9.20227, 8.80234,-4.94937
O,10.39609, 9.46639,-7.08937
O,-6.82453,-10.69078, 8.87063
O,-6.37573,-12.13818, 6.66063
O, 3.35123,-11.64558,-8.28937
O, 3.74283,-11.17968,-10.71937
O,-13.23743,10.13122, 4.61063
O,-11.59203, 9.41882, 2.75063
O,-0.34422,10.82442,13.35063
O,-2.31391,11.45482,11.72063
O, 9.27007, 9.39562,10.68063
O,10.62267, 9.35302, 8.46063
O,-11.06623, 2.83692,14.09063
O,-10.25053, 1.60902,11.87063
O,-10.78893, 9.05662,-8.50937
O,-9.52383, 7.39212,-10.22937
O,-7.62913,-9.77898,-8.84937
O,-8.65813,-10.69217,-11.44937
O,-11.45013,-7.82878,11.39063
O,-11.04743,-7.88058, 8.84063
O,13.56607,-12.40778,-1.58937
O,11.00217,-11.98378,-2.35937
O, 1.62387, 0.53340,-0.82623
O,-0.67923,-0.07200, 0.54377
O, 2.99637, 1.79390, 3.10377
O, 3.39687, 3.83440, 1.24377
O, 0.70057, 0.76320,-6.54623
O,-0.12923,-1.80180,-6.99623
O, 2.59817,-5.41130, 2.59377
O, 1.61827,-6.22210, 0.37377
O, 7.01017,-3.66110,-1.66623
O, 7.44407,-1.47300,-3.13623
O,-5.90863,-0.28223,-2.77623
O,-6.00663,-0.66933,-5.36623
O, 5.17777, 2.09300, 7.65377
O, 6.21137, 0.66090, 5.77377
O,-2.13113,-7.05100,-4.10623
O,-2.27623,-8.48090,-6.44623
O,-4.02363, 8.10320,-1.20623
O,-2.66163, 7.90020,-3.44623
O,-5.64413,-0.61640, 5.49377
O,-3.13643,-0.49280, 5.83377
O, 4.26637, 1.21230,-8.89623
O, 2.15137, 2.00910,-10.58623
O, 8.47601, 1.20310,-5.74623
O, 7.81469, 3.51760,-7.07623
O,-8.64233,-1.64590, 1.25377
O,-9.62913,-2.14620,-1.20623
O, 3.91607,-6.01260, 8.26377
O, 4.07457,-4.10870, 6.27377
O, 1.56937, 9.34690,-5.29623
O, 3.69737, 8.80660,-6.79623
O, 8.76857, 9.23940,-0.84623
O, 9.55337, 6.90630,-1.84623
O,-5.97363, 5.82820,-6.94623
O,-5.99903, 5.26620,-9.60623
O,-2.09773, 2.84072,13.65377
O,-1.69203, 2.18351,11.14377
O, 7.10887,-9.61080,-3.79623
O, 6.36917,-7.96650,-5.70623
O, 5.05537, 6.25700,-9.84623
O, 5.22437, 6.39960,-12.27623
O, 1.46447, 9.77280, 7.60377
O, 1.23947, 8.07220, 5.92377
O,-9.44623, 5.47430, 3.14377
O,-7.61673, 6.27810, 1.54377
O,12.42008,-4.17680, 2.44377
O,10.48414,-4.72580, 0.63377
O, 8.53067, 4.67850, 7.88377
O, 9.73687, 6.66120, 6.69377
O, 4.37490,-6.04580,-10.32623
O, 5.47013,-6.62880,-12.75623
O, 4.28737,11.82150, 0.83377
O, 5.44137,12.39660,-1.38623
O,-0.60893,-13.20680, 3.36377
O,-1.39723,-12.24680, 0.99377
O,-11.13198, 4.57340,-2.01623
O,-10.46178, 4.81270,-4.49623
O, 8.47147,-1.15240,-10.08623
O, 8.96287,-0.87420,-12.70623
O,-4.47463,-9.61480, 6.97377
O,-4.59173,-7.90980, 4.83377
O,-3.70113, 6.07200,10.45377
O,-5.12093, 5.71420, 8.18377
O,-12.51040,-2.24100,-6.39623
O,-11.57084,-3.24170,-8.56623
O,-10.52971,-0.43560, 6.16377
O,-12.22135, 0.33330, 4.26377
O,-3.60453,-6.58940,13.80377
O,-3.31733,-5.68040,11.20377
O, 8.98657,-9.64300, 4.76377
O,11.21437,-8.23330, 4.45377
O,-6.71553,-11.70008, 1.87377
O,-8.26153,-12.18894,-0.28623
O, 2.38797,-12.18280,-8.49623
O, 2.53547,-11.10880,-10.87623
O, 5.42257,-11.09110, 8.63377
O, 4.38627,-11.25030, 6.27377
O,-8.99333,-10.77570,-3.61623
O,-8.77093,-8.18200,-3.50623
O,12.23637, 8.94800, 5.54377
O,11.45137,10.26540, 3.54377
O,-8.53863,-1.09920,11.91377
O,-8.53963, 0.64570,10.03377
O,-6.09683, 9.58940,-10.04623
O,-4.18813,10.46310,-11.59623
O,-3.56433,10.74670, 9.65377
O,-1.66103,12.27410, 8.27377
O,-10.89463, 8.46060,-8.31623
O,-12.15963, 7.29240,-10.37623
O,-8.83345,11.31780,-7.11623
O,-9.54752,12.63270,-9.34623
O,-11.66303,-4.29113,11.90377
O,-12.09843,-5.54266, 9.64377
O,11.77627,-13.07667,-9.27623
O,10.45467,-11.75683,-11.13623
O,-8.09363,13.54200,10.43377
O,-9.28863,12.14620, 8.37377
O, 0.55905, 0.40689, 1.77138
O,-0.23435,-0.39031,-0.71862
O,-3.32105, 4.65495, 3.73138
O,-3.52905, 5.95586, 1.61138
O,-1.14065, 1.38489,-4.50862
O,-0.51815, 2.22829,-6.85862
O, 3.95675, 6.86329, 0.45138
O, 2.66865, 5.08729,-0.82862
O, 4.50955,-4.94571,-1.98862
O, 4.98045,-4.27971,-4.69862
O, 4.84335, 1.86889, 8.82138
O, 4.41195, 0.73109, 6.47138
O,-7.25755,-4.04471, 2.86138
O,-6.53965,-1.45761, 2.57138
O, 2.92175, 7.84729, 6.42138
O, 0.84325, 6.52409, 7.40138
O,-5.79645, 4.35889, 7.12138
O,-7.17995, 3.95249, 4.88138
O, 3.97295,-7.96791, 2.50138
O, 5.35495,-8.69711, 0.29138
O,10.00235,-1.99231, 2.38138
O, 8.49115,-1.48691, 0.24138
O,-6.43421,-6.76151,-1.06862
O,-6.84270,-5.21721,-3.35862
O, 8.01228, 0.31529,-4.71862
O, 7.59533, 0.94929,-7.37862
O,-4.32895,-6.28903, 7.89138
O,-5.36866,-5.81249, 5.52138
O, 8.92455, 3.68279, 6.00138
O, 8.88365, 4.92549, 3.76138
O,-9.58581, 4.51629, 0.05138
O,-9.24129, 4.51809,-2.69862
O, 6.85395, 8.57449,-1.83862
O, 5.30995, 9.39719,-3.69862
O, 1.96685,-6.58371, 9.60138
O, 1.40605,-5.31971, 7.27138
O, 1.43885, 9.63588,-4.47862
O, 0.78345, 9.29452,-6.95862
O, 6.42095,-5.59371, 6.64138
O, 8.53495,-5.32141, 5.00138
O,-3.50545,-8.59301,-3.68862
O,-1.40725,-7.41001,-4.42862
O,-5.66505, 7.42409,-5.20862
O,-5.39305, 7.54889,-7.78862
O,-2.90875,-3.27871,12.76138
O,-3.55795,-1.13771,11.41138
O,-2.57495,-10.10171, 6.21138
O,-1.18145,-10.20371, 3.98138
O,-1.11295,-5.47401,-9.41862
O, 0.53605,-5.57451,-11.36862
O,-5.78105,-5.02111,-7.37862
O,-6.78805,-5.62321,-9.67862
O,-10.26950, 2.41629, 7.61138
O,-12.13832, 2.44129, 5.84138
O,-3.04995, 5.61599,-13.26862
O,-0.68045, 6.00969,-12.16862
O,-3.34605,-11.41471, 0.05138
O,-2.06505,-12.53471,-2.01862
O, 5.68275, 8.70349, 9.70138
O, 5.59175,10.44239, 7.71138
O,-10.64425,-5.24519,-2.81862
O,-12.18745,-4.33927,-4.76862
O, 5.21025, 1.26749,-10.52862
O, 5.97185, 2.58819,-12.61862
O,11.84225, 6.13899,-3.97862
O,11.56555, 6.72509,-6.55862
O,-8.78625, 3.49686,-7.50862
O,-9.70375, 2.86843,-9.93862
O,11.47122, 8.25779, 0.41138
O,10.64269,10.22209,-1.12862
O,-8.40705,-9.40101,-2.17862
O,-9.55905,-10.62111,-4.08862
O,-9.24414,11.22329, 4.77138
O,-8.41110,11.04709, 2.45138
O, 8.32325,-3.83641,-9.57862
O, 7.64385,-3.81781,-12.13862
O, 7.80195,-11.01161,-3.20862
O, 7.98495,-11.09381,-5.74862
O,-1.11665,-12.04131,-8.14862
O,-2.34765,-12.90281,-10.14862
O,-12.17905,-2.18291,12.09138
O,-11.11175,-1.07121, 9.83138
O,-8.18256, 6.92699,14.14138
O,-9.03455, 7.58559,11.60138
O, 3.28055,-9.02511,-11.03862
O, 3.47845,-11.01831,-12.97862
O,11.26505,-10.43951, 6.81138
O,11.94575,-10.85901, 4.36138
O,-7.22715,-12.11741, 9.67138
O,-5.54485,-11.95161, 7.79138
O, 6.87745,10.09009,-11.24862
O, 8.61335, 8.41429,-12.95862
O,-10.50305,-9.00681,12.24138
O,-10.85705,-7.15771,10.17138
O,10.60575,-12.50941,-9.17862
O,11.82675,-10.90591,-10.94862
O, 0.37045,-0.71628, 1.62926
O,-0.36455, 0.29782,-0.66074
O,-3.15075,-1.76178, 6.13926
O,-1.61942,-2.16818, 4.06926
O, 3.16145,-5.81938, 0.05926
O, 4.44355,-6.05008,-2.14074
O,-3.50776,-1.34458,-5.08074
O,-3.52189, 0.61712,-7.06074
O, 2.49875, 6.83722, 4.36926
O, 2.11695, 6.74342, 1.89926
O,-2.46535,-6.57915,-1.65074
O,-2.42395,-7.47582,-4.32074
O, 8.00115, 0.77613,-1.04074
O, 8.17735,-1.18579,-2.75074
O, 0.79945, 5.60502,-4.59074
O,-1.28955, 7.03672,-5.51074
O, 2.96945,-7.05535, 7.13926
O, 3.64745,-7.81616, 4.53926
O,-3.46236, 3.32562, 7.67926
O,-4.20323, 5.08522, 5.68926
O, 8.05425, 1.84082, 6.20926
O, 6.75545, 0.37082, 4.40926
O,-6.77055, 4.75382, 2.36926
O,-5.17055, 5.53072, 0.50926
O,-8.83745,-1.89268, 3.94926
O,-8.18605,-2.23288, 1.35926
O, 5.73995, 3.88562,-6.22074
O, 3.65335, 4.16912,-7.82074
O,-1.41035, 0.82312,11.79926
O,-1.70625, 0.33162, 9.10926
O, 1.48305,-0.54128,-9.51074
O, 3.12065,-1.77228,-8.07074
O, 2.89775, 9.15862,-0.66074
O, 3.29795,11.70402,-0.19074
O,-9.39955, 0.30152,-2.27074
O,-9.70455,-0.16058,-4.91074
O, 7.15165,-2.48838, 8.95926
O, 7.34535,-0.30278,10.37926
O,-3.53505,-10.77208, 5.14926
O,-2.68365,-10.16348, 2.61926
O, 7.07935, 8.36882, 4.67926
O, 8.11055, 6.13482, 3.55926
O,-8.07033,-2.74828, 9.29926
O,-8.42302,-4.63918, 7.33926
O, 8.66605,-6.71218, 5.14926
O, 9.76315,-8.93648, 4.06926
O,-10.94865, 1.15372, 2.46926
O,-11.12235, 3.37552, 1.06926
O,-6.86365,-6.41428,-4.48074
O,-7.76865,-7.48448,-6.76074
O,10.24735, 6.06172,-0.80074
O, 9.45235, 6.23152,-3.54074
O,-6.35345, 7.09282,-4.44074
O,-7.95085, 7.00872,-6.67074
O, 5.06755,-7.46158,10.63926
O, 7.32585,-6.40868, 9.61926
O,10.20125,-3.28918,-6.21074
O, 9.65875,-3.67478,-8.82074
O,-7.85105,-3.43968,-8.28074
O,-8.78475,-3.05488,-10.73074
O,-0.99015,-8.56418,-9.79074
O,-1.10635,-6.35718,-11.59074
O,-6.04655,13.52035,-0.32074
O,-5.75185,10.92836,-1.11074
O,-7.81105,-9.61498, 6.37926
O,-9.17535,-10.10168, 4.16926
O, 2.74935,12.02902,-3.98074
O, 4.76345,12.75122,-5.43074
O,-0.40262,-11.37134,11.00926
O, 1.53161,-10.74333, 9.23926
O, 1.89535, 6.37012,14.26926
O, 2.34145, 6.11422,11.69926
O,13.15852,-8.86018,-1.24074
O,11.55910,-7.10618,-2.25074
O, 6.59195, 8.67182,10.56926
O, 6.20035, 9.99582, 8.36926
O,10.33205, 5.78412,-7.66074
O, 9.86865, 4.62202,-10.09074
O,-13.44845, 3.22122,11.18926
O,-10.82385, 3.16892,10.70926
O,-5.76745, 7.95202,-10.14074
O,-6.36025, 6.81262,-12.36074
O, 0.43945,11.91232,-8.42074
O,-1.43455,11.40482,-10.37074
O,-10.31615,12.68282, 0.39926
O,-12.55875,11.05582, 0.06926
O,-4.55955,12.42472,11.95926
O,-5.49455,12.07712, 9.41926
O, 8.89765,12.38282,-7.71074
O, 7.93085,12.48682,-10.13074
O,-11.85215,-12.11708,-4.85074
O,-11.88275,-11.94538,-7.49074
O,-12.41655, 9.70782,11.71926
O,-12.10355, 9.20342, 9.12926
O,-12.01955,-10.52568,13.22926
O,-11.09155,-8.32468,11.84926
O, 0.96449, 0.29598, 1.51956
O,-0.56151, 0.04198,-0.57044
O, 4.69859,-4.05212, 3.06956
O, 4.31439,-5.58392, 0.91956
O, 1.04829,-5.47322, 3.85956
O,-0.46671,-7.55942, 4.46956
O, 1.69309, 1.75468, 7.57956
O, 2.71279, 1.45968, 5.11956
O, 4.75069,-3.07126,-3.09044
O, 3.97449,-4.33417,-5.15044
O,-6.24071,-4.99562, 1.25956
O,-4.78171,-4.28332,-1.00044
O, 5.84149, 5.79088,-2.83044
O, 3.24519, 6.03568,-4.03044
O, 2.22709, 7.80638, 4.04956
O, 3.90849, 8.57358, 2.14956
O,-8.12671, 0.34468, 3.90956
O,-8.85291, 0.95278, 1.08956
O,-2.12131, 0.03958,10.10956
